"blastomere","T","major_trajectory","gini","gini_null_median","gini_null_lo","gini_null_hi","diff","diff_hi","blast"
"B2",12.0330772,"Ependymal_cells",0.437532002048131,0.493800421413332,0.48109738802583,0.507009609175426,-0.0562684193652007,-0.0694776071272947,"Blastomere B"
"B2",12.0330772,"Epithelium",0.716558608967993,0.493800421413332,0.48109738802583,0.507009609175426,0.222758187554662,0.209548999792568,"Blastomere B"
"B2",12.0330772,"Eye_and_other",0.721990072075609,0.493800421413332,0.48109738802583,0.507009609175426,0.228189650662278,0.214980462900184,"Blastomere B"
"B2",12.0330772,"Hepatocytes",0.792244160177975,0.493800421413332,0.48109738802583,0.507009609175426,0.298443738764644,0.28523455100255,"Blastomere B"
"B2",12.0330772,"Intermediate_neuronal_progenitors",0.822527919985855,0.493800421413332,0.48109738802583,0.507009609175426,0.328727498572524,0.31551831081043,"Blastomere B"
"B2",12.0330772,"Intestine",0.494995308101345,0.493800421413332,0.48109738802583,0.507009609175426,0.00119488668801337,-0.0120143010740806,"Blastomere B"
"B2",12.0330772,"Lung_and_airway",0.59610760785737,0.493800421413332,0.48109738802583,0.507009609175426,0.102307186444038,0.0890979986819439,"Blastomere B"
"B2",12.0330772,"Mast_cells",0.390549750113585,0.493800421413332,0.48109738802583,0.507009609175426,-0.103250671299747,-0.116459859061841,"Blastomere B"
"B2",12.0330772,"Megakaryocytes",0.541119948753537,0.493800421413332,0.48109738802583,0.507009609175426,0.0473195273402048,0.0341103395781108,"Blastomere B"
"B2",12.0330772,"Mesoderm",0.74826461162081,0.493800421413332,0.48109738802583,0.507009609175426,0.254464190207479,0.241255002445385,"Blastomere B"
"B2",12.0330772,"Muscle_cells",0.657771708104265,0.493800421413332,0.48109738802583,0.507009609175426,0.163971286690934,0.15076209892884,"Blastomere B"
"B2",12.0330772,"Neural_crest_PNS_glia",0.625334740331311,0.493800421413332,0.48109738802583,0.507009609175426,0.13153431891798,0.118325131155885,"Blastomere B"
"B2",12.0330772,"Neural_crest_PNS_neurons",0.634124405486641,0.493800421413332,0.48109738802583,0.507009609175426,0.14032398407331,0.127114796311216,"Blastomere B"
"B2",12.0330772,"Neuroectoderm_and_glia",0.803373873476529,0.493800421413332,0.48109738802583,0.507009609175426,0.309573452063197,0.296364264301103,"Blastomere B"
"B2",12.0330772,"Olfactory_sensory_neurons",0.734200883634664,0.493800421413332,0.48109738802583,0.507009609175426,0.240400462221332,0.227191274459238,"Blastomere B"
"B2",12.0330772,"White_blood_cells",0.662481656361482,0.493800421413332,0.48109738802583,0.507009609175426,0.16868123494815,0.155472047186056,"Blastomere B"
"B2",12.1655266,"CNS_neurons",0.778295497619619,0.494379561477814,0.481366923944374,0.507122746635606,0.283915936141805,0.271172750984013,"Blastomere B"
"B2",12.1655266,"Definitive_erythroid",0.710725228961758,0.494379561477814,0.481366923944374,0.507122746635606,0.216345667483944,0.203602482326152,"Blastomere B"
"B2",12.1655266,"Endothelium",0.536594323269442,0.494379561477814,0.481366923944374,0.507122746635606,0.0422147617916286,0.029471576633836,"Blastomere B"
"B2",12.1655266,"Ependymal_cells",0.441617495804688,0.494379561477814,0.481366923944374,0.507122746635606,-0.0527620656731258,-0.0655052508309184,"Blastomere B"
"B2",12.1655266,"Epithelium",0.718503623547396,0.494379561477814,0.481366923944374,0.507122746635606,0.224124062069582,0.21138087691179,"Blastomere B"
"B2",12.1655266,"Eye_and_other",0.724173946936501,0.494379561477814,0.481366923944374,0.507122746635606,0.229794385458687,0.217051200300895,"Blastomere B"
"B2",12.1655266,"Hepatocytes",0.793235140089029,0.494379561477814,0.481366923944374,0.507122746635606,0.298855578611215,0.286112393453422,"Blastomere B"
"B2",12.1655266,"Intermediate_neuronal_progenitors",0.825665203432359,0.494379561477814,0.481366923944374,0.507122746635606,0.331285641954545,0.318542456796753,"Blastomere B"
"B2",12.1655266,"Intestine",0.496577401151855,0.494379561477814,0.481366923944374,0.507122746635606,0.00219783967404097,-0.0105453454837516,"Blastomere B"
"B2",12.1655266,"Lung_and_airway",0.601755926251097,0.494379561477814,0.481366923944374,0.507122746635606,0.107376364773284,0.094633179615491,"Blastomere B"
"B2",12.1655266,"Mast_cells",0.395783506067854,0.494379561477814,0.481366923944374,0.507122746635606,-0.0985960554099602,-0.111339240567753,"Blastomere B"
"B2",12.1655266,"Megakaryocytes",0.552868335103292,0.494379561477814,0.481366923944374,0.507122746635606,0.0584887736254782,0.0457455884676856,"Blastomere B"
"B2",12.1655266,"Mesoderm",0.749797527403174,0.494379561477814,0.481366923944374,0.507122746635606,0.25541796592536,0.242674780767568,"Blastomere B"
"B2",12.1655266,"Muscle_cells",0.659872347832504,0.494379561477814,0.481366923944374,0.507122746635606,0.16549278635469,0.152749601196898,"Blastomere B"
"B2",12.1655266,"Neural_crest_PNS_glia",0.627575282131535,0.494379561477814,0.481366923944374,0.507122746635606,0.133195720653721,0.120452535495929,"Blastomere B"
"B2",12.1655266,"Neural_crest_PNS_neurons",0.636361122756359,0.494379561477814,0.481366923944374,0.507122746635606,0.141981561278546,0.129238376120753,"Blastomere B"
"B2",12.1655266,"Neuroectoderm_and_glia",0.806592535475713,0.494379561477814,0.481366923944374,0.507122746635606,0.3122129739979,0.299469788840107,"Blastomere B"
"B2",12.1655266,"Olfactory_sensory_neurons",0.735695549726582,0.494379561477814,0.481366923944374,0.507122746635606,0.241315988248768,0.228572803090975,"Blastomere B"
"B2",12.1655266,"White_blood_cells",0.672032528595325,0.494379561477814,0.481366923944374,0.507122746635606,0.177652967117511,0.164909781959719,"Blastomere B"
"B2",12.297976,"CNS_neurons",0.780365834267594,0.494853711643127,0.481972768054498,0.507885114898843,0.285512122624467,0.27248071936875,"Blastomere B"
"B2",12.297976,"Definitive_erythroid",0.728273660674885,0.494853711643127,0.481972768054498,0.507885114898843,0.233419949031758,0.220388545776041,"Blastomere B"
"B2",12.297976,"Endothelium",0.538186302256004,0.494853711643127,0.481972768054498,0.507885114898843,0.0433325906128772,0.0303011873571605,"Blastomere B"
"B2",12.297976,"Ependymal_cells",0.447987528344671,0.494853711643127,0.481972768054498,0.507885114898843,-0.0468661832984556,-0.0598975865541723,"Blastomere B"
"B2",12.297976,"Epithelium",0.720242288978999,0.494853711643127,0.481972768054498,0.507885114898843,0.225388577335872,0.212357174080155,"Blastomere B"
"B2",12.297976,"Eye_and_other",0.727008105788109,0.494853711643127,0.481972768054498,0.507885114898843,0.232154394144982,0.219122990889266,"Blastomere B"
"B2",12.297976,"Hepatocytes",0.795643649815043,0.494853711643127,0.481972768054498,0.507885114898843,0.300789938171916,0.2877585349162,"Blastomere B"
"B2",12.297976,"Intermediate_neuronal_progenitors",0.82851482592366,0.494853711643127,0.481972768054498,0.507885114898843,0.333661114280533,0.320629711024817,"Blastomere B"
"B2",12.297976,"Intestine",0.499234654829328,0.494853711643127,0.481972768054498,0.507885114898843,0.00438094318620119,-0.00865046006951553,"Blastomere B"
"B2",12.297976,"Lung_and_airway",0.606477697965504,0.494853711643127,0.481972768054498,0.507885114898843,0.111623986322377,0.0985925830666604,"Blastomere B"
"B2",12.297976,"Mast_cells",0.408794228787358,0.494853711643127,0.481972768054498,0.507885114898843,-0.0860594828557684,-0.0990908861114851,"Blastomere B"
"B2",12.297976,"Megakaryocytes",0.561705500976756,0.494853711643127,0.481972768054498,0.507885114898843,0.0668517893336293,0.0538203860779126,"Blastomere B"
"B2",12.297976,"Mesoderm",0.750977208053203,0.494853711643127,0.481972768054498,0.507885114898843,0.256123496410076,0.24309209315436,"Blastomere B"
"B2",12.297976,"Muscle_cells",0.662337112725569,0.494853711643127,0.481972768054498,0.507885114898843,0.167483401082442,0.154451997826726,"Blastomere B"
"B2",12.297976,"Neural_crest_PNS_glia",0.629224428997021,0.494853711643127,0.481972768054498,0.507885114898843,0.134370717353894,0.121339314098178,"Blastomere B"
"B2",12.297976,"Neural_crest_PNS_neurons",0.638167491490878,0.494853711643127,0.481972768054498,0.507885114898843,0.143313779847751,0.130282376592035,"Blastomere B"
"B2",12.297976,"Neuroectoderm_and_glia",0.809200060400916,0.494853711643127,0.481972768054498,0.507885114898843,0.314346348757789,0.301314945502072,"Blastomere B"
"B2",12.297976,"Olfactory_sensory_neurons",0.736401918353024,0.494853711643127,0.481972768054498,0.507885114898843,0.241548206709897,0.22851680345418,"Blastomere B"
"B2",12.297976,"White_blood_cells",0.681470691543214,0.494853711643127,0.481972768054498,0.507885114898843,0.186616979900087,0.17358557664437,"Blastomere B"
"B2",12.4304254,"CNS_neurons",0.78258730728546,0.495444135050047,0.482603759019867,0.508384532750543,0.287143172235412,0.274202774534916,"Blastomere B"
"B2",12.4304254,"Definitive_erythroid",0.748781215799423,0.495444135050047,0.482603759019867,0.508384532750543,0.253337080749376,0.24039668304888,"Blastomere B"
"B2",12.4304254,"Endothelium",0.540031451373993,0.495444135050047,0.482603759019867,0.508384532750543,0.0445873163239456,0.0316469186234497,"Blastomere B"
