"old","shift","blast"
12.766235,0.29820569999999,"B1"
11.597231,0.67657769999999,"B1"
11.806846,0.599129699999988,"B1"
12.758502,0.251832699999989,"B1"
12.841835,0.251832699999989,"B1"
11.124811,0.84547169999999,"B1"
8.907403,1.63190669999999,"B1"
10.329233,1.12843169999999,"B1"
12.914733,0.207691699999989,"B1"
9.306634,1.49248069999999,"B1"
8.678284,1.70750869999999,"B1"
8.761617,1.70750869999999,"B1"
8.84495,1.70750869999999,"B1"
8.928283,1.70750869999999,"B1"
9.375205,1.51247069999999,"B1"
10.874705,0.952666699999989,"B1"
12.049345,0.522885699999989,"B1"
10.004374,1.26876169999999,"B1"
12.283394,0.439581699999991,"B1"
9.422981,1.49499069999999,"B1"
10.191925,1.20024369999999,"B1"
12.405681,0.399430699999991,"B1"
9.225295,1.53467469999999,"B1"
10.315795,1.14087469999999,"B1"
12.141985,0.485124699999988,"B1"
12.616095,0.316494699999989,"B1"
9.258224,1.50671569999999,"B1"
9.631035,1.37700069999999,"B1"
10.126661,1.20224669999999,"B1"
10.184405,1.17948469999999,"B1"
12.343445,0.410714699999989,"B1"
12.185948,0.44923869999999,"B1"
8.154551,1.87902469999999,"B1"
8.994685,1.59322569999999,"B1"
9.525662,1.41064669999999,"B1"
11.543282,0.696106699999989,"B1"
9.275411,1.49334569999999,"B1"
10.361471,1.11347969999999,"B1"
10.027418,1.20383169999999,"B1"
6.085112,2.61324569999999,"B1"
6.234638,2.57351869999999,"B1"
7.201539,2.23789569999999,"B1"
9.190519,1.53374569999999,"B1"
8.170536,1.89667169999999,"B1"
12.166886,0.474631699999993,"B1"
7.203106,2.23728869999999,"B1"
7.783328,2.03464269999999,"B1"
8.373057,1.82661069999999,"B1"
12.861707,0.227050699999992,"B1"
11.186508,0.823802699999991,"B1"
9.464286,1.43640869999999,"B1"
8.032352,1.92353569999999,"B1"
11.222552,0.77505569999999,"B1"
11.305885,0.77505569999999,"B1"
11.389218,0.77505569999999,"B1"
11.472551,0.77505569999999,"B1"
12.782181,0.26580869999999,"B1"
9.655492,1.35726569999999,"B1"
11.961422,0.537295699999991,"B1"
