row_in_figure,celltype_1,celltype_2,germ_layer_1,germ_layer_2,clade_ancestor_age_E,log2_enrichment_mean,log2_enrichment_A,log2_enrichment_B,significant_both_blastomeres,coupling_depth_E
67,Hematopoietic stem cells (Cd34+),Megakaryocytes,Blood,Blood,11.25,0.1648,0.1867,0.1429,0,11.5
67,Hematopoietic stem cells (Cd34+),Megakaryocytes,Blood,Blood,11.5,0.3315,0.3978,0.2652,1,11.5
67,Hematopoietic stem cells (Cd34+),Megakaryocytes,Blood,Blood,11.75,0.463,0.5468,0.3793,1,11.5
67,Hematopoietic stem cells (Cd34+),Megakaryocytes,Blood,Blood,12.0,0.5998,0.7211,0.4785,1,11.5
67,Hematopoietic stem cells (Cd34+),Megakaryocytes,Blood,Blood,12.25,0.7474,0.8644,0.6304,1,11.5
67,Hematopoietic stem cells (Cd34+),Megakaryocytes,Blood,Blood,12.5,0.884,1.0111,0.7569,1,11.5
67,Hematopoietic stem cells (Cd34+),Megakaryocytes,Blood,Blood,12.75,0.952,1.0735,0.8305,1,11.5
67,Hematopoietic stem cells (Cd34+),Megakaryocytes,Blood,Blood,13.0,1.0613,1.1769,0.9456,1,11.5
67,Hematopoietic stem cells (Cd34+),Megakaryocytes,Blood,Blood,13.25,1.245,1.386,1.104,1,11.5
68,Intermediate neuronal progenitors,Deep-layer neurons,Neuroectoderm,Neuroectoderm,7.0,-0.9373,-0.9864,-0.8881,0,11.5
68,Intermediate neuronal progenitors,Deep-layer neurons,Neuroectoderm,Neuroectoderm,7.25,-1.1056,-1.145,-1.0662,0,11.5
68,Intermediate neuronal progenitors,Deep-layer neurons,Neuroectoderm,Neuroectoderm,7.5,-1.2096,-1.2261,-1.1932,0,11.5
68,Intermediate neuronal progenitors,Deep-layer neurons,Neuroectoderm,Neuroectoderm,7.75,-1.2663,-1.2882,-1.2443,0,11.5
68,Intermediate neuronal progenitors,Deep-layer neurons,Neuroectoderm,Neuroectoderm,8.0,-1.279,-1.331,-1.2269,0,11.5
68,Intermediate neuronal progenitors,Deep-layer neurons,Neuroectoderm,Neuroectoderm,8.25,-1.2653,-1.3382,-1.1923,0,11.5
68,Intermediate neuronal progenitors,Deep-layer neurons,Neuroectoderm,Neuroectoderm,8.5,-1.2302,-1.327,-1.1335,0,11.5
68,Intermediate neuronal progenitors,Deep-layer neurons,Neuroectoderm,Neuroectoderm,8.75,-1.1527,-1.2656,-1.0399,0,11.5
68,Intermediate neuronal progenitors,Deep-layer neurons,Neuroectoderm,Neuroectoderm,9.0,-1.0537,-1.1898,-0.9177,0,11.5
68,Intermediate neuronal progenitors,Deep-layer neurons,Neuroectoderm,Neuroectoderm,9.25,-0.9316,-1.0974,-0.7658,0,11.5
68,Intermediate neuronal progenitors,Deep-layer neurons,Neuroectoderm,Neuroectoderm,9.5,-0.804,-0.986,-0.6221,0,11.5
68,Intermediate neuronal progenitors,Deep-layer neurons,Neuroectoderm,Neuroectoderm,9.75,-0.6787,-0.867,-0.4904,0,11.5
68,Intermediate neuronal progenitors,Deep-layer neurons,Neuroectoderm,Neuroectoderm,10.0,-0.5548,-0.7417,-0.3678,0,11.5
68,Intermediate neuronal progenitors,Deep-layer neurons,Neuroectoderm,Neuroectoderm,10.25,-0.4176,-0.5925,-0.2426,0,11.5
68,Intermediate neuronal progenitors,Deep-layer neurons,Neuroectoderm,Neuroectoderm,10.5,-0.2725,-0.419,-0.126,0,11.5
68,Intermediate neuronal progenitors,Deep-layer neurons,Neuroectoderm,Neuroectoderm,10.75,-0.1302,-0.2504,-0.01,0,11.5
68,Intermediate neuronal progenitors,Deep-layer neurons,Neuroectoderm,Neuroectoderm,11.0,-0.0022,-0.1068,0.1024,0,11.5
68,Intermediate neuronal progenitors,Deep-layer neurons,Neuroectoderm,Neuroectoderm,11.25,0.1365,0.0371,0.2359,0,11.5
68,Intermediate neuronal progenitors,Deep-layer neurons,Neuroectoderm,Neuroectoderm,11.5,0.264,0.1964,0.3316,1,11.5
68,Intermediate neuronal progenitors,Deep-layer neurons,Neuroectoderm,Neuroectoderm,11.75,0.3593,0.3007,0.418,1,11.5
68,Intermediate neuronal progenitors,Deep-layer neurons,Neuroectoderm,Neuroectoderm,12.0,0.451,0.4255,0.4765,1,11.5
68,Intermediate neuronal progenitors,Deep-layer neurons,Neuroectoderm,Neuroectoderm,12.25,0.5329,0.5519,0.5139,1,11.5
68,Intermediate neuronal progenitors,Deep-layer neurons,Neuroectoderm,Neuroectoderm,12.5,0.6242,0.6822,0.5663,1,11.5
68,Intermediate neuronal progenitors,Deep-layer neurons,Neuroectoderm,Neuroectoderm,12.75,0.718,0.8004,0.6357,1,11.5
68,Intermediate neuronal progenitors,Deep-layer neurons,Neuroectoderm,Neuroectoderm,13.0,0.8818,0.9661,0.7975,1,11.5
68,Intermediate neuronal progenitors,Deep-layer neurons,Neuroectoderm,Neuroectoderm,13.25,1.0551,1.1472,0.963,1,11.5
69,GABAergic neurons,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,7.0,-0.1788,-0.238,-0.1195,0,11.5
69,GABAergic neurons,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,7.25,-0.1868,-0.2562,-0.1175,0,11.5
69,GABAergic neurons,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,7.5,-0.2074,-0.2784,-0.1364,0,11.5
69,GABAergic neurons,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,7.75,-0.2403,-0.2798,-0.2009,0,11.5
69,GABAergic neurons,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,8.0,-0.2238,-0.2719,-0.1757,0,11.5
69,GABAergic neurons,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,8.25,-0.2114,-0.2474,-0.1755,0,11.5
69,GABAergic neurons,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,8.5,-0.1788,-0.2049,-0.1527,0,11.5
69,GABAergic neurons,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,8.75,-0.1603,-0.1816,-0.1391,0,11.5
69,GABAergic neurons,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,9.0,-0.1455,-0.1454,-0.1457,0,11.5
69,GABAergic neurons,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,9.25,-0.1275,-0.1404,-0.1146,0,11.5
69,GABAergic neurons,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,9.5,-0.1032,-0.1099,-0.0965,0,11.5
69,GABAergic neurons,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,9.75,-0.086,-0.0875,-0.0846,0,11.5
69,GABAergic neurons,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,10.0,-0.0551,-0.065,-0.0451,0,11.5
69,GABAergic neurons,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,10.25,-0.0223,-0.034,-0.0107,0,11.5
69,GABAergic neurons,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,10.5,0.0118,-0.0084,0.0319,0,11.5
69,GABAergic neurons,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,10.75,0.0493,0.0196,0.079,0,11.5
69,GABAergic neurons,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,11.0,0.0986,0.0687,0.1285,0,11.5
69,GABAergic neurons,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,11.25,0.1332,0.1221,0.1444,0,11.5
69,GABAergic neurons,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,11.5,0.1985,0.1775,0.2194,1,11.5
69,GABAergic neurons,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,11.75,0.2268,0.2148,0.2388,1,11.5
69,GABAergic neurons,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,12.0,0.2759,0.2603,0.2914,1,11.5
69,GABAergic neurons,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,12.25,0.3115,0.3102,0.3129,1,11.5
69,GABAergic neurons,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,12.5,0.3668,0.3743,0.3594,1,11.5
69,GABAergic neurons,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,12.75,0.4401,0.4832,0.3969,1,11.5
69,GABAergic neurons,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,13.0,0.6037,0.6257,0.5818,1,11.5
69,GABAergic neurons,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,13.25,0.7703,0.7643,0.7763,1,11.5
70,Liver sinusoidal endothelial cells,Lymphatic vessel endothelial cells,Mesoderm,Mesoderm,7.0,-0.586,-0.6018,-0.5703,0,11.75
70,Liver sinusoidal endothelial cells,Lymphatic vessel endothelial cells,Mesoderm,Mesoderm,7.25,-0.6574,-0.7443,-0.5706,0,11.75
70,Liver sinusoidal endothelial cells,Lymphatic vessel endothelial cells,Mesoderm,Mesoderm,7.5,-0.7636,-0.9651,-0.5621,0,11.75
70,Liver sinusoidal endothelial cells,Lymphatic vessel endothelial cells,Mesoderm,Mesoderm,7.75,-0.8035,-0.9423,-0.6648,0,11.75
70,Liver sinusoidal endothelial cells,Lymphatic vessel endothelial cells,Mesoderm,Mesoderm,8.0,-0.7554,-1.0019,-0.509,0,11.75
70,Liver sinusoidal endothelial cells,Lymphatic vessel endothelial cells,Mesoderm,Mesoderm,8.25,-0.7292,-0.9424,-0.5159,0,11.75
70,Liver sinusoidal endothelial cells,Lymphatic vessel endothelial cells,Mesoderm,Mesoderm,8.5,-0.7598,-0.9306,-0.589,0,11.75
70,Liver sinusoidal endothelial cells,Lymphatic vessel endothelial cells,Mesoderm,Mesoderm,8.75,-0.7493,-0.9471,-0.5515,0,11.75
70,Liver sinusoidal endothelial cells,Lymphatic vessel endothelial cells,Mesoderm,Mesoderm,9.0,-0.5927,-0.8073,-0.3781,0,11.75
70,Liver sinusoidal endothelial cells,Lymphatic vessel endothelial cells,Mesoderm,Mesoderm,9.25,-0.5786,-0.7546,-0.4026,0,11.75
70,Liver sinusoidal endothelial cells,Lymphatic vessel endothelial cells,Mesoderm,Mesoderm,9.5,-0.4355,-0.5591,-0.3119,0,11.75
70,Liver sinusoidal endothelial cells,Lymphatic vessel endothelial cells,Mesoderm,Mesoderm,9.75,-0.4244,-0.6145,-0.2344,0,11.75
70,Liver sinusoidal endothelial cells,Lymphatic vessel endothelial cells,Mesoderm,Mesoderm,10.0,-0.2278,-0.4173,-0.0383,0,11.75
70,Liver sinusoidal endothelial cells,Lymphatic vessel endothelial cells,Mesoderm,Mesoderm,10.25,-0.1763,-0.3954,0.0428,0,11.75
70,Liver sinusoidal endothelial cells,Lymphatic vessel endothelial cells,Mesoderm,Mesoderm,10.5,-0.0013,-0.1488,0.1462,0,11.75
70,Liver sinusoidal endothelial cells,Lymphatic vessel endothelial cells,Mesoderm,Mesoderm,10.75,0.1246,-0.0173,0.2666,0,11.75
70,Liver sinusoidal endothelial cells,Lymphatic vessel endothelial cells,Mesoderm,Mesoderm,11.0,0.2397,0.1515,0.3279,0,11.75
70,Liver sinusoidal endothelial cells,Lymphatic vessel endothelial cells,Mesoderm,Mesoderm,11.25,0.4246,0.3559,0.4934,0,11.75
70,Liver sinusoidal endothelial cells,Lymphatic vessel endothelial cells,Mesoderm,Mesoderm,11.5,0.656,0.5645,0.7475,0,11.75
70,Liver sinusoidal endothelial cells,Lymphatic vessel endothelial cells,Mesoderm,Mesoderm,11.75,0.8831,0.8763,0.89,1,11.75
70,Liver sinusoidal endothelial cells,Lymphatic vessel endothelial cells,Mesoderm,Mesoderm,12.0,1.1423,1.1008,1.1838,1,11.75
70,Liver sinusoidal endothelial cells,Lymphatic vessel endothelial cells,Mesoderm,Mesoderm,12.25,1.4336,1.3592,1.508,1,11.75
70,Liver sinusoidal endothelial cells,Lymphatic vessel endothelial cells,Mesoderm,Mesoderm,12.5,1.7777,1.7553,1.8001,1,11.75
70,Liver sinusoidal endothelial cells,Lymphatic vessel endothelial cells,Mesoderm,Mesoderm,12.75,1.9869,2.1387,1.8351,1,11.75
70,Liver sinusoidal endothelial cells,Lymphatic vessel endothelial cells,Mesoderm,Mesoderm,13.0,2.4105,2.5514,2.2696,1,11.75
70,Liver sinusoidal endothelial cells,Lymphatic vessel endothelial cells,Mesoderm,Mesoderm,13.25,2.6286,2.7419,2.5153,1,11.75
71,Otic epithelial cells,Otic sensory neurons,Surface ectoderm,Surface ectoderm,7.0,-0.8614,-0.9751,-0.7476,0,11.75
71,Otic epithelial cells,Otic sensory neurons,Surface ectoderm,Surface ectoderm,7.25,-0.9541,-1.0319,-0.8763,0,11.75
71,Otic epithelial cells,Otic sensory neurons,Surface ectoderm,Surface ectoderm,7.5,-0.9379,-1.0122,-0.8637,0,11.75
71,Otic epithelial cells,Otic sensory neurons,Surface ectoderm,Surface ectoderm,7.75,-0.9745,-1.0058,-0.9432,0,11.75
71,Otic epithelial cells,Otic sensory neurons,Surface ectoderm,Surface ectoderm,8.0,-0.887,-0.9479,-0.8261,0,11.75
71,Otic epithelial cells,Otic sensory neurons,Surface ectoderm,Surface ectoderm,8.25,-0.8052,-0.805,-0.8054,0,11.75
71,Otic epithelial cells,Otic sensory neurons,Surface ectoderm,Surface ectoderm,8.5,-0.7032,-0.6326,-0.7738,0,11.75
71,Otic epithelial cells,Otic sensory neurons,Surface ectoderm,Surface ectoderm,8.75,-0.5887,-0.4951,-0.6824,0,11.75
71,Otic epithelial cells,Otic sensory neurons,Surface ectoderm,Surface ectoderm,9.0,-0.5298,-0.373,-0.6867,0,11.75
71,Otic epithelial cells,Otic sensory neurons,Surface ectoderm,Surface ectoderm,9.25,-0.437,-0.2574,-0.6167,0,11.75
71,Otic epithelial cells,Otic sensory neurons,Surface ectoderm,Surface ectoderm,9.5,-0.258,-0.095,-0.4209,0,11.75
71,Otic epithelial cells,Otic sensory neurons,Surface ectoderm,Surface ectoderm,9.75,-0.0905,0.0571,-0.2381,0,11.75
71,Otic epithelial cells,Otic sensory neurons,Surface ectoderm,Surface ectoderm,10.0,0.0374,0.2158,-0.141,0,11.75
71,Otic epithelial cells,Otic sensory neurons,Surface ectoderm,Surface ectoderm,10.25,0.1503,0.3765,-0.076,0,11.75
71,Otic epithelial cells,Otic sensory neurons,Surface ectoderm,Surface ectoderm,10.5,0.3478,0.5567,0.1389,0,11.75
71,Otic epithelial cells,Otic sensory neurons,Surface ectoderm,Surface ectoderm,10.75,0.4524,0.7115,0.1933,0,11.75
71,Otic epithelial cells,Otic sensory neurons,Surface ectoderm,Surface ectoderm,11.0,0.5933,0.8723,0.3144,0,11.75
71,Otic epithelial cells,Otic sensory neurons,Surface ectoderm,Surface ectoderm,11.25,0.7769,1.0886,0.4652,0,11.75
71,Otic epithelial cells,Otic sensory neurons,Surface ectoderm,Surface ectoderm,11.5,0.9513,1.2241,0.6785,0,11.75
71,Otic epithelial cells,Otic sensory neurons,Surface ectoderm,Surface ectoderm,11.75,1.1063,1.371,0.8417,1,11.75
71,Otic epithelial cells,Otic sensory neurons,Surface ectoderm,Surface ectoderm,12.0,1.3222,1.6935,0.9509,1,11.75
71,Otic epithelial cells,Otic sensory neurons,Surface ectoderm,Surface ectoderm,12.25,1.5854,1.9904,1.1803,1,11.75
71,Otic epithelial cells,Otic sensory neurons,Surface ectoderm,Surface ectoderm,12.5,1.7524,2.3092,1.1957,1,11.75
71,Otic epithelial cells,Otic sensory neurons,Surface ectoderm,Surface ectoderm,12.75,2.1841,2.6637,1.7046,1,11.75
71,Otic epithelial cells,Otic sensory neurons,Surface ectoderm,Surface ectoderm,13.0,2.3823,2.7613,2.0033,1,11.75
71,Otic epithelial cells,Otic sensory neurons,Surface ectoderm,Surface ectoderm,13.25,2.5235,2.9385,2.1084,1,11.75
72,Choroid plexus,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,7.0,-0.9859,-0.9795,-0.9923,0,11.75
72,Choroid plexus,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,7.25,-0.9481,-0.9021,-0.9941,0,11.75
72,Choroid plexus,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,7.5,-0.9284,-0.875,-0.9818,0,11.75
72,Choroid plexus,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,7.75,-0.9369,-0.8735,-1.0003,0,11.75
72,Choroid plexus,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,8.0,-0.8375,-0.7483,-0.9267,0,11.75
72,Choroid plexus,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,8.25,-0.7354,-0.6161,-0.8548,0,11.75
72,Choroid plexus,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,8.5,-0.5718,-0.4074,-0.7362,0,11.75
72,Choroid plexus,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,8.75,-0.5354,-0.2933,-0.7775,0,11.75
72,Choroid plexus,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,9.0,-0.4141,-0.2101,-0.6181,0,11.75
72,Choroid plexus,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,9.25,-0.293,-0.0678,-0.5182,0,11.75
72,Choroid plexus,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,9.5,-0.2228,-0.0171,-0.4285,0,11.75
72,Choroid plexus,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,9.75,-0.0534,0.1124,-0.2192,0,11.75
72,Choroid plexus,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,10.0,0.047,0.1505,-0.0565,0,11.75
72,Choroid plexus,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,10.25,0.1916,0.2674,0.1158,0,11.75
72,Choroid plexus,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,10.5,0.2079,0.3497,0.066,0,11.75
72,Choroid plexus,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,10.75,0.4031,0.5692,0.2369,0,11.75
72,Choroid plexus,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,11.0,0.5021,0.7496,0.2545,0,11.75
72,Choroid plexus,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,11.25,0.6288,0.8048,0.4527,0,11.75
72,Choroid plexus,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,11.5,0.7293,0.889,0.5695,0,11.75
72,Choroid plexus,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,11.75,0.9883,1.0762,0.9003,1,11.75
72,Choroid plexus,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,12.0,1.0476,0.9592,1.1361,1,11.75
72,Choroid plexus,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,12.25,1.1977,1.1465,1.2489,1,11.75
72,Choroid plexus,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,12.5,1.5244,1.5021,1.5468,1,11.75
72,Choroid plexus,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,12.75,1.7171,1.5015,1.9326,1,11.75
72,Choroid plexus,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,13.0,1.8678,1.5656,2.17,1,11.75
72,Choroid plexus,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,13.25,1.9731,1.708,2.2381,1,11.75
73,Primitive erythroid cells,Mast cells,Blood,Blood,7.0,-0.8306,-0.9401,-0.7211,0,11.75
73,Primitive erythroid cells,Mast cells,Blood,Blood,7.25,-0.8924,-0.9815,-0.8032,0,11.75
73,Primitive erythroid cells,Mast cells,Blood,Blood,7.5,-0.7448,-0.8721,-0.6175,0,11.75
73,Primitive erythroid cells,Mast cells,Blood,Blood,7.75,-0.6122,-0.8281,-0.3963,0,11.75
73,Primitive erythroid cells,Mast cells,Blood,Blood,8.0,-0.483,-0.6793,-0.2866,0,11.75
73,Primitive erythroid cells,Mast cells,Blood,Blood,8.25,-0.291,-0.4656,-0.1165,0,11.75
73,Primitive erythroid cells,Mast cells,Blood,Blood,8.5,-0.2094,-0.3804,-0.0384,0,11.75
73,Primitive erythroid cells,Mast cells,Blood,Blood,8.75,-0.1048,-0.2752,0.0656,0,11.75
73,Primitive erythroid cells,Mast cells,Blood,Blood,9.0,0.1178,0.0404,0.1952,0,11.75
73,Primitive erythroid cells,Mast cells,Blood,Blood,9.25,0.314,0.2379,0.39,0,11.75
73,Primitive erythroid cells,Mast cells,Blood,Blood,9.5,0.4521,0.4125,0.4916,0,11.75
73,Primitive erythroid cells,Mast cells,Blood,Blood,9.75,0.4865,0.4961,0.4768,0,11.75
73,Primitive erythroid cells,Mast cells,Blood,Blood,10.0,0.6262,0.6567,0.5958,0,11.75
73,Primitive erythroid cells,Mast cells,Blood,Blood,10.25,0.7388,0.76,0.7176,0,11.75
73,Primitive erythroid cells,Mast cells,Blood,Blood,10.5,0.9427,1.0238,0.8616,0,11.75
73,Primitive erythroid cells,Mast cells,Blood,Blood,10.75,0.9535,1.1988,0.7082,0,11.75
73,Primitive erythroid cells,Mast cells,Blood,Blood,11.0,0.9405,1.2137,0.6673,0,11.75
73,Primitive erythroid cells,Mast cells,Blood,Blood,11.25,1.0578,1.4252,0.6903,0,11.75
73,Primitive erythroid cells,Mast cells,Blood,Blood,11.5,1.2565,1.5402,0.9729,0,11.75
73,Primitive erythroid cells,Mast cells,Blood,Blood,11.75,1.3987,1.6212,1.1761,1,11.75
73,Primitive erythroid cells,Mast cells,Blood,Blood,12.0,1.3709,1.768,0.9738,0,11.75
73,Primitive erythroid cells,Mast cells,Blood,Blood,12.25,1.5368,2.0024,1.0713,0,11.75
73,Primitive erythroid cells,Mast cells,Blood,Blood,12.5,1.5092,2.0764,0.9419,0,11.75
73,Primitive erythroid cells,Mast cells,Blood,Blood,12.75,1.2986,1.9594,0.6378,0,11.75
73,Primitive erythroid cells,Mast cells,Blood,Blood,13.0,0.7921,1.6799,-0.0957,0,11.75
73,Primitive erythroid cells,Mast cells,Blood,Blood,13.25,1.0285,1.9082,0.1487,0,11.75
74,Cajal-Retzius cells,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,7.0,-0.9713,-1.0696,-0.873,0,11.75
74,Cajal-Retzius cells,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,7.25,-1.0651,-1.1647,-0.9655,0,11.75
74,Cajal-Retzius cells,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,7.5,-1.0497,-1.1656,-0.9338,0,11.75
74,Cajal-Retzius cells,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,7.75,-1.0379,-1.1779,-0.8979,0,11.75
74,Cajal-Retzius cells,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,8.0,-0.9947,-1.1435,-0.846,0,11.75
74,Cajal-Retzius cells,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,8.25,-0.9373,-1.0457,-0.8288,0,11.75
74,Cajal-Retzius cells,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,8.5,-0.8642,-0.9667,-0.7616,0,11.75
74,Cajal-Retzius cells,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,8.75,-0.78,-0.8642,-0.6959,0,11.75
74,Cajal-Retzius cells,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,9.0,-0.6861,-0.7784,-0.5937,0,11.75
74,Cajal-Retzius cells,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,9.25,-0.6035,-0.7122,-0.4949,0,11.75
74,Cajal-Retzius cells,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,9.5,-0.5122,-0.6009,-0.4235,0,11.75
74,Cajal-Retzius cells,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,9.75,-0.4125,-0.4949,-0.3301,0,11.75
74,Cajal-Retzius cells,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,10.0,-0.3048,-0.4012,-0.2085,0,11.75
74,Cajal-Retzius cells,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,10.25,-0.1662,-0.2431,-0.0892,0,11.75
74,Cajal-Retzius cells,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,10.5,-0.0583,-0.1704,0.0538,0,11.75
74,Cajal-Retzius cells,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,10.75,0.0448,-0.0637,0.1533,0,11.75
74,Cajal-Retzius cells,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,11.0,0.128,0.0285,0.2276,0,11.75
74,Cajal-Retzius cells,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,11.25,0.2001,0.1225,0.2777,0,11.75
74,Cajal-Retzius cells,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,11.5,0.26,0.2021,0.318,0,11.75
74,Cajal-Retzius cells,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,11.75,0.3781,0.3741,0.3822,1,11.75
74,Cajal-Retzius cells,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,12.0,0.4406,0.4823,0.3989,1,11.75
74,Cajal-Retzius cells,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,12.25,0.5347,0.6557,0.4136,1,11.75
74,Cajal-Retzius cells,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,12.5,0.6475,0.8358,0.4592,1,11.75
74,Cajal-Retzius cells,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,12.75,0.8668,1.011,0.7225,1,11.75
74,Cajal-Retzius cells,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,13.0,1.0509,1.2302,0.8716,1,11.75
74,Cajal-Retzius cells,Dorsal telencephalon,Neuroectoderm,Neuroectoderm,13.25,1.292,1.464,1.12,1,11.75
75,Hematopoietic stem cells (Mpo+),Kupffer cells,Blood,Blood,7.0,-1.6868,-1.686,-1.6875,0,11.75
75,Hematopoietic stem cells (Mpo+),Kupffer cells,Blood,Blood,7.25,-1.6446,-1.7097,-1.5794,0,11.75
75,Hematopoietic stem cells (Mpo+),Kupffer cells,Blood,Blood,7.5,-1.644,-1.7841,-1.5039,0,11.75
75,Hematopoietic stem cells (Mpo+),Kupffer cells,Blood,Blood,7.75,-1.6757,-1.8621,-1.4893,0,11.75
75,Hematopoietic stem cells (Mpo+),Kupffer cells,Blood,Blood,8.0,-1.532,-1.7245,-1.3394,0,11.75
75,Hematopoietic stem cells (Mpo+),Kupffer cells,Blood,Blood,8.25,-1.4232,-1.6269,-1.2194,0,11.75
75,Hematopoietic stem cells (Mpo+),Kupffer cells,Blood,Blood,8.5,-1.311,-1.5111,-1.1108,0,11.75
75,Hematopoietic stem cells (Mpo+),Kupffer cells,Blood,Blood,8.75,-1.1768,-1.3788,-0.9748,0,11.75
75,Hematopoietic stem cells (Mpo+),Kupffer cells,Blood,Blood,9.0,-1.0157,-1.153,-0.8783,0,11.75
75,Hematopoietic stem cells (Mpo+),Kupffer cells,Blood,Blood,9.25,-0.8081,-0.9264,-0.6898,0,11.75
75,Hematopoietic stem cells (Mpo+),Kupffer cells,Blood,Blood,9.5,-0.6531,-0.7724,-0.5337,0,11.75
75,Hematopoietic stem cells (Mpo+),Kupffer cells,Blood,Blood,9.75,-0.472,-0.6245,-0.3196,0,11.75
75,Hematopoietic stem cells (Mpo+),Kupffer cells,Blood,Blood,10.0,-0.3396,-0.512,-0.1672,0,11.75
75,Hematopoietic stem cells (Mpo+),Kupffer cells,Blood,Blood,10.25,-0.1755,-0.3419,-0.0091,0,11.75
75,Hematopoietic stem cells (Mpo+),Kupffer cells,Blood,Blood,10.5,0.0204,-0.1677,0.2084,0,11.75
75,Hematopoietic stem cells (Mpo+),Kupffer cells,Blood,Blood,10.75,0.155,0.0089,0.3012,0,11.75
75,Hematopoietic stem cells (Mpo+),Kupffer cells,Blood,Blood,11.0,0.2608,0.0855,0.4361,0,11.75
75,Hematopoietic stem cells (Mpo+),Kupffer cells,Blood,Blood,11.25,0.3625,0.2158,0.5092,0,11.75
