celltype_1,celltype_2,category,log2_enr_A_K15,log2_enr_A_K200,log2_enr_B_K15,log2_enr_B_K200
Floorplate and p3 domain,Microglia,neither,-0.2246,-2.0105,-1.8553,-1.5440
Floorplate and p3 domain,Midbrain,neither,-1.5428,-1.4261,-1.1415,-1.0654
Floorplate and p3 domain,Midbrain-hindbrain boundary,neither,-0.8540,-0.7750,-0.0065,-0.2269
Floorplate and p3 domain,Midgut/Hindgut epithelial cells,neither,-1.4485,-1.5367,-0.5198,-1.3875
Floorplate and p3 domain,Monocytes,neither,-1.1697,-1.9423,-0.9413,-1.8383
Floorplate and p3 domain,Muscle progenitor cells,neither,-0.3859,-0.1033,0.1017,0.3126
Floorplate and p3 domain,Myelinating Schwann cells,neither,-0.9024,-1.3149,-0.7010,-1.2260
Floorplate and p3 domain,Myelinating Schwann cells (Tgfb2+),neither,-0.3783,-1.6773,-2.4172,-1.7075
Floorplate and p3 domain,Myoblasts,neither,-0.9835,-0.8454,-0.5979,-0.5949
Floorplate and p3 domain,Myofibroblasts,neither,-0.7690,-0.8421,-0.2422,-0.7372
Floorplate and p3 domain,Naive retinal progenitor cells,neither,-2.5592,-2.3009,-0.5478,-1.6720
Floorplate and p3 domain,Nephron progenitors,neither,-0.5460,-1.1946,0.0757,-1.3926
Floorplate and p3 domain,Neural crest (PNS glia),neither,-0.8648,-1.2288,-0.6617,-0.9118
Floorplate and p3 domain,Neural crest (PNS neurons),neither,-1.0321,-1.5784,-0.9240,-1.1070
Floorplate and p3 domain,Neural progenitor cells (Neurod1+),neither,0.2800,-1.1125,-0.3095,-1.1375
Floorplate and p3 domain,Neurons (Slc17a8+),both_K,3.1585,0.9808,2.7108,0.7979
Floorplate and p3 domain,Olfactory bulb cells,neither,-1.3463,-1.6482,-1.7070,-2.9950
Floorplate and p3 domain,Olfactory epithelial cells,neither,-4.5018,-2.1864,-2.6455,-2.1312
Floorplate and p3 domain,Olfactory sensory neurons,neither,-3.0468,-2.2572,-1.6689,-2.4953
Floorplate and p3 domain,Otic epithelial cells,neither,-1.4668,-2.0647,-2.0149,-1.2896
Floorplate and p3 domain,Otic sensory neurons,neither,-0.9878,-1.2510,-2.4387,-0.7622
Floorplate and p3 domain,Pancreatic acinar cells,neither,-0.0584,-0.5511,-1.0007,-1.5265
Floorplate and p3 domain,Parasympathetic neurons,neither,0.1591,-1.5309,-2.1931,-1.5452
Floorplate and p3 domain,Posterior roof plate,neither,0.3886,-0.5394,-1.0689,0.0586
Floorplate and p3 domain,Pre-epidermal keratinocytes,neither,-0.7714,-1.0873,-0.8962,-0.9264
Floorplate and p3 domain,Pre-osteoblasts (Sp7+),neither,-0.6688,-1.1184,-0.3168,-0.7560
Floorplate and p3 domain,Primitive erythroid cells,neither,0.5400,-0.4676,1.1333,-0.3073
Floorplate and p3 domain,Retinal ganglion cells,neither,-1.2858,-1.8251,-0.6802,-1.8784
Floorplate and p3 domain,Retinal pigment cells,neither,-0.9302,-0.9417,0.6436,-0.2327
Floorplate and p3 domain,Retinal progenitor cells,neither,-0.7185,-0.7430,-1.5731,-0.8280
Floorplate and p3 domain,Sclerotome,neither,-0.6588,-0.6863,-0.3172,-0.5037
Floorplate and p3 domain,Spinal cord dorsal progenitors,neither,-0.1000,-0.5822,-0.0627,-0.4752
Floorplate and p3 domain,Spinal cord motor neurons,K15_only,2.0314,0.1597,2.0492,0.1459
Floorplate and p3 domain,Spinal cord ventral progenitors,neither,1.9915,0.7260,1.0827,0.6075
Floorplate and p3 domain,Spinal cord/r7/r8,neither,0.3123,-0.6175,-0.0164,-0.5600
Floorplate and p3 domain,Sympathetic neurons,neither,-1.1775,-1.4885,0.3695,-1.2374
Floorplate and p3 domain,Telencephalon,neither,-1.4731,-0.7254,-1.0245,-0.4851
Floorplate and p3 domain,Thalamic neuronal precursors,neither,-1.8206,-2.3489,-1.0440,-1.3640
Floorplate and p3 domain,Ureteric bud,neither,0.0912,-1.3043,-0.0243,-1.3214
GABAergic cortical interneurons,GABAergic neurons,neither,-1.4505,-0.6585,-1.3179,-0.5822
GABAergic cortical interneurons,Glutamatergic neurons,neither,-1.2918,-0.5558,-1.2270,-0.4666
GABAergic cortical interneurons,Granular keratinocytes,neither,-1.4292,-1.0195,-1.4915,-0.8563
GABAergic cortical interneurons,Hematopoietic stem cells (Cd34+),neither,-3.4052,-2.6140,-3.2560,-2.3957
GABAergic cortical interneurons,Hematopoietic stem cells (Mpo+),neither,-3.2371,-2.1803,-2.5638,-1.8215
GABAergic cortical interneurons,Hepatocytes,neither,-3.5088,-2.6132,-3.6340,-2.6620
GABAergic cortical interneurons,Hindbrain,neither,-1.3268,-0.9202,-1.1273,-0.8126
GABAergic cortical interneurons,Hypothalamus,neither,-0.2065,-1.2312,-0.1514,-0.9831
GABAergic cortical interneurons,Hypothalamus (Sim1+),neither,-0.2445,-0.2129,-0.4818,-0.3814
GABAergic cortical interneurons,Intermediate neuronal progenitors,neither,-1.1551,-1.2116,-0.8651,-1.0461
GABAergic cortical interneurons,Kupffer cells,neither,-2.9509,-2.1814,-2.1890,-1.5597
GABAergic cortical interneurons,Lateral plate and intermediate mesoderm,neither,-2.0656,-0.8593,-1.7818,-0.7052
GABAergic cortical interneurons,Limb mesenchyme progenitors,neither,-2.1891,-1.1389,-1.9114,-0.9219
GABAergic cortical interneurons,Liver sinusoidal endothelial cells,neither,-1.9571,-1.2527,-1.5246,-0.8898
GABAergic cortical interneurons,Lung progenitor cells,neither,-2.6770,-2.2100,-2.6569,-2.4566
GABAergic cortical interneurons,Lymphatic vessel endothelial cells,neither,-1.7702,-0.8963,-1.6420,-0.7724
GABAergic cortical interneurons,Mast cells,neither,-2.9328,-1.8525,-2.3552,-1.1956
GABAergic cortical interneurons,Megakaryocytes,neither,-2.8007,-2.1418,-2.6103,-1.8021
GABAergic cortical interneurons,Melanocyte cells,neither,-2.1907,-0.9913,-1.8327,-0.6831
GABAergic cortical interneurons,Metanephric mesenchyme,neither,-2.6069,-2.0791,-2.5622,-1.9760
GABAergic cortical interneurons,Microglia,neither,-2.4628,-1.4471,-1.9140,-1.2262
GABAergic cortical interneurons,Midbrain,neither,-2.0773,-1.3079,-2.1079,-1.2782
GABAergic cortical interneurons,Midbrain-hindbrain boundary,neither,-1.4520,-0.9375,-1.2102,-0.7024
GABAergic cortical interneurons,Midgut/Hindgut epithelial cells,neither,-2.3983,-1.7858,-2.1101,-1.3662
GABAergic cortical interneurons,Monocytes,neither,-2.7529,-1.8958,-1.8733,-1.0343
GABAergic cortical interneurons,Muscle progenitor cells,neither,-2.0380,-0.6219,-1.4427,-0.3937
GABAergic cortical interneurons,Myelinating Schwann cells,neither,-1.7968,-1.2263,-1.8303,-1.1056
GABAergic cortical interneurons,Myelinating Schwann cells (Tgfb2+),neither,-2.2063,-1.7027,-1.9098,-1.6009
GABAergic cortical interneurons,Myoblasts,neither,-2.1549,-1.0181,-1.9144,-0.8671
GABAergic cortical interneurons,Myofibroblasts,neither,-1.7618,-1.0241,-1.5027,-0.8877
GABAergic cortical interneurons,Naive retinal progenitor cells,neither,-0.6058,-1.8487,-0.8303,-1.7874
GABAergic cortical interneurons,Nephron progenitors,neither,-2.2139,-1.6066,-2.0712,-1.6018
GABAergic cortical interneurons,Neural crest (PNS glia),neither,-1.5526,-0.9954,-1.4997,-0.8561
GABAergic cortical interneurons,Neural crest (PNS neurons),neither,-2.0293,-1.4203,-1.9570,-1.2695
GABAergic cortical interneurons,Neural progenitor cells (Neurod1+),neither,-0.7151,-1.0092,-1.0462,-1.1874
GABAergic cortical interneurons,Neurons (Slc17a8+),neither,-0.5067,-0.5524,-0.3303,-0.3370
GABAergic cortical interneurons,Olfactory bulb cells,neither,-2.0301,-1.6137,-2.3088,-1.7187
GABAergic cortical interneurons,Olfactory epithelial cells,neither,-2.2671,-1.8981,-2.1531,-1.8551
GABAergic cortical interneurons,Olfactory sensory neurons,neither,-2.3116,-2.2125,-2.6450,-2.1959
GABAergic cortical interneurons,Otic epithelial cells,neither,-2.2193,-1.5091,-1.9069,-1.2717
GABAergic cortical interneurons,Otic sensory neurons,neither,-1.9556,-1.2862,-1.4999,-1.0025
GABAergic cortical interneurons,Pancreatic acinar cells,neither,-1.9120,-1.3755,-1.8118,-1.0451
GABAergic cortical interneurons,Parasympathetic neurons,neither,-1.9144,-1.4195,-1.6300,-1.3876
GABAergic cortical interneurons,Posterior roof plate,neither,-1.1077,-0.5267,-1.6379,-0.4537
GABAergic cortical interneurons,Pre-epidermal keratinocytes,neither,-1.8216,-1.0610,-1.6757,-0.9838
GABAergic cortical interneurons,Pre-osteoblasts (Sp7+),neither,-1.4358,-0.8813,-1.3337,-0.6622
GABAergic cortical interneurons,Primitive erythroid cells,neither,-0.7587,-0.3872,-0.6230,-0.2975
GABAergic cortical interneurons,Retinal ganglion cells,neither,-0.2294,-1.2935,-0.4724,-1.4933
GABAergic cortical interneurons,Retinal pigment cells,neither,0.0876,-0.4856,-0.0798,-0.5680
GABAergic cortical interneurons,Retinal progenitor cells,neither,0.0591,-0.8450,-0.1956,-0.8861
GABAergic cortical interneurons,Sclerotome,neither,-1.7370,-0.7358,-1.4634,-0.5866
GABAergic cortical interneurons,Spinal cord dorsal progenitors,neither,-1.2687,-0.6918,-1.2380,-0.6232
GABAergic cortical interneurons,Spinal cord motor neurons,neither,-1.2164,-0.7113,-1.1481,-0.7104
GABAergic cortical interneurons,Spinal cord ventral progenitors,neither,-0.8749,-0.3701,-0.6795,-0.3019
GABAergic cortical interneurons,Spinal cord/r7/r8,neither,-1.3715,-0.8150,-1.2557,-0.7202
GABAergic cortical interneurons,Sympathetic neurons,neither,-1.8353,-1.3397,-1.6987,-1.2781
GABAergic cortical interneurons,Telencephalon,neither,-0.8951,-0.6528,-0.8044,-0.5212
GABAergic cortical interneurons,Thalamic neuronal precursors,neither,-1.6174,-1.9509,-1.6312,-1.5519
GABAergic cortical interneurons,Ureteric bud,neither,-2.1850,-1.4367,-2.2133,-1.4925
GABAergic neurons,Glutamatergic neurons,neither,-0.3552,-0.3839,-0.2932,-0.3330
GABAergic neurons,Granular keratinocytes,neither,-1.1126,-0.9282,-0.9762,-0.8445
GABAergic neurons,Hematopoietic stem cells (Cd34+),neither,-3.0164,-2.5016,-2.6615,-2.3189
GABAergic neurons,Hematopoietic stem cells (Mpo+),neither,-3.0720,-2.2376,-2.6775,-1.7721
GABAergic neurons,Hepatocytes,neither,-3.1646,-2.5294,-3.1615,-2.5219
GABAergic neurons,Hindbrain,neither,-0.2846,-0.7543,-0.1907,-0.7049
GABAergic neurons,Hypothalamus,neither,-1.2480,-1.3193,-1.1050,-1.1033
GABAergic neurons,Hypothalamus (Sim1+),neither,0.1485,-0.2031,0.0278,-0.2282
GABAergic neurons,Intermediate neuronal progenitors,neither,-1.5699,-1.2661,-1.4347,-1.1753
GABAergic neurons,Kupffer cells,neither,-2.5465,-2.1028,-2.2111,-1.5853
GABAergic neurons,Lateral plate and intermediate mesoderm,neither,-1.4290,-0.7074,-1.3062,-0.6118
GABAergic neurons,Limb mesenchyme progenitors,neither,-1.5392,-0.9906,-1.5061,-0.8519
GABAergic neurons,Liver sinusoidal endothelial cells,neither,-1.5409,-1.2460,-0.9673,-0.7924
GABAergic neurons,Lung progenitor cells,neither,-2.3003,-2.0986,-2.5477,-2.4509
GABAergic neurons,Lymphatic vessel endothelial cells,neither,-0.9837,-0.7062,-0.6661,-0.6550
GABAergic neurons,Mast cells,neither,-2.7682,-1.6611,-1.8362,-1.2574
GABAergic neurons,Megakaryocytes,neither,-2.4856,-2.0918,-2.0792,-1.7907
GABAergic neurons,Melanocyte cells,neither,-0.8892,-0.8386,-0.4313,-0.5387
GABAergic neurons,Metanephric mesenchyme,neither,-1.5744,-1.8943,-1.3758,-1.8091
GABAergic neurons,Microglia,neither,-2.3440,-1.4859,-2.0431,-1.1261
GABAergic neurons,Midbrain,neither,-0.7182,-1.1631,-0.5905,-1.1434
GABAergic neurons,Midbrain-hindbrain boundary,neither,0.1312,-0.5931,0.3863,-0.6271
GABAergic neurons,Midgut/Hindgut epithelial cells,neither,-1.7477,-1.6445,-1.0642,-1.2250
GABAergic neurons,Monocytes,neither,-3.7601,-1.4989,-2.4147,-1.0589
GABAergic neurons,Muscle progenitor cells,neither,-1.1226,-0.3065,-0.8020,-0.2719
GABAergic neurons,Myelinating Schwann cells,neither,-0.5704,-1.0312,-0.5253,-0.9853
GABAergic neurons,Myelinating Schwann cells (Tgfb2+),neither,-1.4677,-1.5391,-1.3589,-1.5511
GABAergic neurons,Myoblasts,neither,-1.4597,-0.8648,-1.3489,-0.7562
GABAergic neurons,Myofibroblasts,neither,-0.9805,-0.8377,-0.9968,-0.8045
GABAergic neurons,Naive retinal progenitor cells,neither,-2.2355,-2.0708,-1.6737,-1.8800
GABAergic neurons,Nephron progenitors,neither,-1.0494,-1.3910,-1.0100,-1.4205
GABAergic neurons,Neural crest (PNS glia),neither,-0.3374,-0.8217,-0.2386,-0.7503
GABAergic neurons,Neural crest (PNS neurons),neither,-0.5283,-1.1858,-0.3772,-1.0675
GABAergic neurons,Neural progenitor cells (Neurod1+),neither,-0.7683,-1.0707,-0.8285,-1.2048
GABAergic neurons,Neurons (Slc17a8+),neither,0.3466,-0.4576,0.4990,-0.3367
GABAergic neurons,Olfactory bulb cells,neither,-1.5435,-1.4719,-1.9388,-1.6464
GABAergic neurons,Olfactory epithelial cells,neither,-1.9191,-1.8501,-1.8991,-1.7996
GABAergic neurons,Olfactory sensory neurons,neither,-2.0370,-2.1251,-2.0203,-2.1489
GABAergic neurons,Otic epithelial cells,neither,-1.6964,-1.4524,-1.2957,-1.1868
GABAergic neurons,Otic sensory neurons,neither,-1.6060,-1.1991,-1.2090,-0.9780
GABAergic neurons,Pancreatic acinar cells,neither,-1.2351,-1.1433,-1.2112,-1.0217
GABAergic neurons,Parasympathetic neurons,neither,-1.0212,-1.2618,-1.2170,-1.2946
GABAergic neurons,Posterior roof plate,neither,0.3269,-0.3011,0.2907,-0.2495
GABAergic neurons,Pre-epidermal keratinocytes,neither,-1.3814,-0.9672,-1.2330,-0.8997
GABAergic neurons,Pre-osteoblasts (Sp7+),neither,-1.1688,-0.7735,-1.0597,-0.6525
GABAergic neurons,Primitive erythroid cells,neither,-0.7796,-0.3358,-0.6145,-0.2908
GABAergic neurons,Retinal ganglion cells,neither,-1.7358,-1.6162,-1.3258,-1.6685
GABAergic neurons,Retinal pigment cells,neither,-0.8460,-0.6714,-0.8912,-0.7297
GABAergic neurons,Retinal progenitor cells,neither,-1.5780,-1.0914,-1.0722,-1.0743
GABAergic neurons,Sclerotome,neither,-1.1243,-0.5950,-0.9804,-0.4977
GABAergic neurons,Spinal cord dorsal progenitors,K15_only,0.4041,-0.4563,0.4777,-0.4644
GABAergic neurons,Spinal cord motor neurons,K15_only,0.3784,-0.4998,0.5141,-0.5054
GABAergic neurons,Spinal cord ventral progenitors,K15_only,0.5646,-0.1635,0.7324,-0.1760
GABAergic neurons,Spinal cord/r7/r8,K15_only,0.3226,-0.5991,0.3988,-0.5686
GABAergic neurons,Sympathetic neurons,neither,-0.5755,-1.1519,-0.3753,-1.1403
GABAergic neurons,Telencephalon,neither,-1.7429,-0.6738,-1.5651,-0.5481
GABAergic neurons,Thalamic neuronal precursors,neither,-1.8945,-1.9925,-1.5351,-1.5267
GABAergic neurons,Ureteric bud,neither,-1.2834,-1.2843,-1.5429,-1.4574
Glutamatergic neurons,Granular keratinocytes,neither,-1.1808,-0.8118,-1.0521,-0.6876
Glutamatergic neurons,Hematopoietic stem cells (Cd34+),neither,-3.0082,-2.3220,-2.7036,-2.1539
Glutamatergic neurons,Hematopoietic stem cells (Mpo+),neither,-3.1015,-1.8971,-2.4988,-1.4790
Glutamatergic neurons,Hepatocytes,neither,-3.1820,-2.4498,-3.2525,-2.4444
Glutamatergic neurons,Hindbrain,neither,-0.2618,-0.6745,-0.2521,-0.6159
Glutamatergic neurons,Hypothalamus,neither,-0.5946,-1.1600,-0.5624,-0.9691
Glutamatergic neurons,Hypothalamus (Sim1+),neither,0.2404,-0.1421,0.1612,-0.1760
Glutamatergic neurons,Intermediate neuronal progenitors,neither,-1.4564,-1.1160,-1.3039,-1.0011
Glutamatergic neurons,Kupffer cells,neither,-2.5368,-1.9802,-2.1852,-1.3842
Glutamatergic neurons,Lateral plate and intermediate mesoderm,neither,-1.4973,-0.6011,-1.3821,-0.5095
Glutamatergic neurons,Limb mesenchyme progenitors,neither,-1.6783,-0.8965,-1.5318,-0.7289
Glutamatergic neurons,Liver sinusoidal endothelial cells,neither,-1.5908,-1.1134,-1.2543,-0.7255
Glutamatergic neurons,Lung progenitor cells,neither,-2.4203,-1.9998,-2.5685,-2.2570
Glutamatergic neurons,Lymphatic vessel endothelial cells,neither,-1.2272,-0.6181,-1.0245,-0.5837
Glutamatergic neurons,Mast cells,neither,-2.9333,-1.5102,-1.9999,-1.0392
Glutamatergic neurons,Megakaryocytes,neither,-2.5433,-1.9032,-2.3179,-1.6112
Glutamatergic neurons,Melanocyte cells,neither,-0.8552,-0.7774,-0.8922,-0.4774
Glutamatergic neurons,Metanephric mesenchyme,neither,-1.7901,-1.8239,-1.7077,-1.7272
Glutamatergic neurons,Microglia,neither,-2.2670,-1.2285,-1.7552,-0.8960
Glutamatergic neurons,Midbrain,neither,-0.7478,-1.0886,-0.6778,-1.0619
Glutamatergic neurons,Midbrain-hindbrain boundary,neither,-0.0219,-0.5582,0.1602,-0.5989
Glutamatergic neurons,Midgut/Hindgut epithelial cells,neither,-1.8319,-1.5430,-1.4023,-1.1400
Glutamatergic neurons,Monocytes,neither,-2.6663,-1.1349,-2.4179,-0.7508
Glutamatergic neurons,Muscle progenitor cells,neither,-0.7771,-0.1798,-0.7064,-0.2478
Glutamatergic neurons,Myelinating Schwann cells,neither,-0.7844,-0.9527,-0.7045,-0.8891
Glutamatergic neurons,Myelinating Schwann cells (Tgfb2+),neither,-1.6471,-1.4917,-1.3972,-1.4246
Glutamatergic neurons,Myoblasts,neither,-1.5384,-0.7672,-1.4412,-0.6822
Glutamatergic neurons,Myofibroblasts,neither,-1.1261,-0.7377,-1.0239,-0.6967
Glutamatergic neurons,Naive retinal progenitor cells,neither,-1.3242,-1.7987,-1.3961,-1.7300
Glutamatergic neurons,Nephron progenitors,neither,-1.4691,-1.3659,-1.3846,-1.3629
Glutamatergic neurons,Neural crest (PNS glia),neither,-0.5098,-0.7594,-0.4649,-0.6411
Glutamatergic neurons,Neural crest (PNS neurons),neither,-0.7374,-1.1204,-0.5742,-1.0118
Glutamatergic neurons,Neural progenitor cells (Neurod1+),neither,-0.6231,-0.9233,-0.6975,-1.1271
Glutamatergic neurons,Neurons (Slc17a8+),neither,0.0643,-0.3841,0.0575,-0.2730
Glutamatergic neurons,Olfactory bulb cells,neither,-1.5398,-1.3551,-1.8505,-1.5491
Glutamatergic neurons,Olfactory epithelial cells,neither,-1.9030,-1.6743,-1.9629,-1.6796
Glutamatergic neurons,Olfactory sensory neurons,neither,-2.1050,-2.0050,-2.1185,-2.0110
Glutamatergic neurons,Otic epithelial cells,neither,-1.6335,-1.3377,-1.3369,-1.0583
Glutamatergic neurons,Otic sensory neurons,neither,-1.3409,-1.0706,-1.0622,-0.8245
Glutamatergic neurons,Pancreatic acinar cells,neither,-1.6387,-1.0870,-1.3798,-0.9244
Glutamatergic neurons,Parasympathetic neurons,neither,-1.2494,-1.1769,-1.1893,-1.1981
Glutamatergic neurons,Posterior roof plate,neither,0.0516,-0.2682,0.0737,-0.2400
Glutamatergic neurons,Pre-epidermal keratinocytes,neither,-1.4587,-0.8555,-1.3177,-0.7820
Glutamatergic neurons,Pre-osteoblasts (Sp7+),neither,-1.0659,-0.6434,-1.0147,-0.5086
Glutamatergic neurons,Primitive erythroid cells,neither,-0.6194,-0.1832,-0.5342,-0.1851
Glutamatergic neurons,Retinal ganglion cells,neither,-0.8010,-1.3031,-1.0581,-1.4703
Glutamatergic neurons,Retinal pigment cells,neither,-0.2939,-0.4652,-0.3904,-0.5146
Glutamatergic neurons,Retinal progenitor cells,neither,-0.8933,-0.8649,-0.8692,-0.8500
Glutamatergic neurons,Sclerotome,neither,-1.1649,-0.4784,-1.0669,-0.3855
Glutamatergic neurons,Spinal cord dorsal progenitors,K15_only,0.1173,-0.4317,0.1683,-0.4100
Glutamatergic neurons,Spinal cord motor neurons,neither,0.1031,-0.4785,0.1373,-0.5098
Glutamatergic neurons,Spinal cord ventral progenitors,neither,0.1077,-0.1413,0.2350,-0.1861
Glutamatergic neurons,Spinal cord/r7/r8,neither,-0.0379,-0.5608,0.0008,-0.5194
Glutamatergic neurons,Sympathetic neurons,neither,-0.8367,-1.0913,-0.7122,-1.0551
Glutamatergic neurons,Telencephalon,neither,-1.5700,-0.5669,-1.4256,-0.4406
Glutamatergic neurons,Thalamic neuronal precursors,neither,-1.6071,-1.8484,-1.3435,-1.4053
Glutamatergic neurons,Ureteric bud,neither,-1.4923,-1.2027,-1.9338,-1.3303
Granular keratinocytes,Hematopoietic stem cells (Cd34+),neither,-2.7503,-3.0336,-1.8910,-2.9351
Granular keratinocytes,Hematopoietic stem cells (Mpo+),neither,-2.2991,-3.0216,-2.3200,-2.7574
Granular keratinocytes,Hepatocytes,neither,-2.5042,-2.6317,-2.5550,-2.6360
Granular keratinocytes,Hindbrain,neither,-1.0349,-1.2946,-0.7156,-1.1561
Granular keratinocytes,Hypothalamus,neither,-1.4498,-1.9886,-1.0689,-1.5927
Granular keratinocytes,Hypothalamus (Sim1+),neither,-1.0314,-1.3914,-2.1446,-1.1007
Granular keratinocytes,Intermediate neuronal progenitors,neither,-1.4645,-1.7024,-1.1473,-1.5712
Granular keratinocytes,Kupffer cells,neither,-2.3526,-2.8470,-1.6631,-2.3414
Granular keratinocytes,Lateral plate and intermediate mesoderm,neither,-0.8943,-0.9921,-0.8973,-0.8427
Granular keratinocytes,Limb mesenchyme progenitors,neither,-1.1512,-1.2989,-1.0316,-1.0384
Granular keratinocytes,Liver sinusoidal endothelial cells,neither,-1.4401,-1.6506,-0.7527,-1.1670
Granular keratinocytes,Lung progenitor cells,neither,-1.3074,-2.3538,-1.1217,-2.2836
Granular keratinocytes,Lymphatic vessel endothelial cells,neither,-0.7656,-1.1428,-0.8217,-1.0924
Granular keratinocytes,Mast cells,neither,-2.3354,-2.6892,-1.7416,-2.3612
Granular keratinocytes,Megakaryocytes,neither,-2.2563,-2.7955,-1.6128,-2.3570
Granular keratinocytes,Melanocyte cells,neither,-1.4033,-1.3350,-0.5485,-1.0852
Granular keratinocytes,Metanephric mesenchyme,neither,-1.1188,-2.2983,-1.0919,-2.0826
Granular keratinocytes,Microglia,neither,-2.9868,-2.5475,-1.8860,-1.8056
Granular keratinocytes,Midbrain,neither,-1.8953,-1.6377,-1.9391,-1.5830
Granular keratinocytes,Midbrain-hindbrain boundary,neither,-1.2107,-1.4954,-0.7042,-1.3652
Granular keratinocytes,Midgut/Hindgut epithelial cells,neither,-0.4540,-1.7307,-0.4604,-1.3235
Granular keratinocytes,Monocytes,neither,-2.5976,-2.3393,-2.1846,-2.1198
Granular keratinocytes,Muscle progenitor cells,neither,-1.9113,-1.0466,-1.1138,-0.1953
Granular keratinocytes,Myelinating Schwann cells,neither,-1.2116,-1.4884,-0.8216,-1.2855
Granular keratinocytes,Myelinating Schwann cells (Tgfb2+),neither,-1.0765,-2.0143,-0.4474,-1.8676
Granular keratinocytes,Myoblasts,neither,-1.3883,-1.2000,-1.1290,-1.0433
Granular keratinocytes,Myofibroblasts,neither,-1.1547,-1.2473,-0.5615,-1.1631
Granular keratinocytes,Naive retinal progenitor cells,neither,-1.9269,-2.8888,-2.5570,-2.3856
Granular keratinocytes,Nephron progenitors,neither,-0.7044,-1.6411,-0.6986,-1.8275
Granular keratinocytes,Neural crest (PNS glia),neither,-0.7617,-1.3325,-0.6138,-0.9498
Granular keratinocytes,Neural crest (PNS neurons),neither,-1.0005,-1.6039,-0.7279,-1.5175
Granular keratinocytes,Neural progenitor cells (Neurod1+),neither,-1.7478,-1.8173,-0.8087,-1.7757
Granular keratinocytes,Neurons (Slc17a8+),neither,-0.2280,-1.0107,-0.9938,-0.6867
Granular keratinocytes,Olfactory bulb cells,neither,0.7273,-1.1452,0.1776,-0.9106
Granular keratinocytes,Olfactory epithelial cells,neither,0.2320,-1.6011,0.6463,-1.4604
Granular keratinocytes,Olfactory sensory neurons,neither,-0.0177,-2.0634,0.4490,-1.8683
Granular keratinocytes,Otic epithelial cells,neither,0.0873,-1.3671,0.2653,-1.1294
Granular keratinocytes,Otic sensory neurons,neither,0.0366,-1.2488,-0.4722,-1.1245
Granular keratinocytes,Pancreatic acinar cells,neither,-2.4267,-0.9924,-0.6950,-1.3650
Granular keratinocytes,Parasympathetic neurons,neither,-0.3917,-1.6037,-1.0768,-1.5843
Granular keratinocytes,Posterior roof plate,neither,-0.8969,-1.3303,-1.3866,-1.1819
Granular keratinocytes,Pre-epidermal keratinocytes,K15_only,1.5296,-0.8533,1.6370,-0.6828
Granular keratinocytes,Pre-osteoblasts (Sp7+),neither,-0.6147,-1.0772,-0.3146,-1.0155
Granular keratinocytes,Primitive erythroid cells,neither,0.1557,-0.9031,-1.0611,-0.8290
Granular keratinocytes,Retinal ganglion cells,neither,-1.4076,-2.4069,-1.8081,-2.2956
Granular keratinocytes,Retinal pigment cells,neither,-0.2206,-1.1375,-1.1846,-1.5132
Granular keratinocytes,Retinal progenitor cells,neither,-1.0375,-1.7852,-1.5212,-1.6095
Granular keratinocytes,Sclerotome,neither,-0.6631,-0.9074,-0.4050,-0.7287
Granular keratinocytes,Spinal cord dorsal progenitors,neither,-1.1044,-1.1293,-0.7410,-1.1136
Granular keratinocytes,Spinal cord motor neurons,neither,-0.4452,-1.3004,-0.6290,-1.0374
Granular keratinocytes,Spinal cord ventral progenitors,neither,-0.3871,-0.8174,0.1548,-0.7877
Granular keratinocytes,Spinal cord/r7/r8,neither,-0.9454,-1.1549,-0.4435,-1.1161
Granular keratinocytes,Sympathetic neurons,neither,-1.0024,-1.6083,-0.4565,-1.4138
Granular keratinocytes,Telencephalon,neither,-1.5385,-0.9579,-1.3814,-0.7908
Granular keratinocytes,Thalamic neuronal precursors,neither,-2.4154,-2.5304,-1.3848,-1.8902
Granular keratinocytes,Ureteric bud,neither,-0.5345,-1.3137,0.1271,-1.6496
Hematopoietic stem cells (Cd34+),Hematopoietic stem cells (Mpo+),K15_only,2.5629,-0.8473,2.1727,-0.8726
Hematopoietic stem cells (Cd34+),Hepatocytes,neither,-3.9011,-4.1257,-4.4414,-4.4170
Hematopoietic stem cells (Cd34+),Hindbrain,neither,-3.0413,-2.9977,-2.6119,-2.7801
Hematopoietic stem cells (Cd34+),Hypothalamus,neither,-3.1016,-3.5564,-3.0781,-3.3277
Hematopoietic stem cells (Cd34+),Hypothalamus (Sim1+),neither,-3.3496,-2.5987,-3.3645,-2.6548
Hematopoietic stem cells (Cd34+),Intermediate neuronal progenitors,neither,-4.0449,-3.6905,-3.6036,-3.5529
Hematopoietic stem cells (Cd34+),Kupffer cells,neither,-0.0694,-1.9513,-0.1557,-1.7214
Hematopoietic stem cells (Cd34+),Lateral plate and intermediate mesoderm,neither,-2.2992,-2.4274,-2.1907,-2.3282
Hematopoietic stem cells (Cd34+),Limb mesenchyme progenitors,neither,-2.5253,-2.7408,-2.1964,-2.5402
Hematopoietic stem cells (Cd34+),Liver sinusoidal endothelial cells,neither,-3.1723,-3.3195,-2.0339,-2.7390
Hematopoietic stem cells (Cd34+),Lung progenitor cells,neither,-3.6358,-3.8245,-3.6471,-4.0187
