celltype_1,celltype_2,category,log2_enr_A_K15,log2_enr_A_K200,log2_enr_B_K15,log2_enr_B_K200
Hematopoietic stem cells (Cd34+),Lymphatic vessel endothelial cells,neither,-1.7756,-2.8128,-2.3756,-2.7954
Hematopoietic stem cells (Cd34+),Mast cells,neither,1.0886,-0.8430,0.5583,-1.1273
Hematopoietic stem cells (Cd34+),Megakaryocytes,K15_only,1.6989,-1.4267,1.6578,-1.3392
Hematopoietic stem cells (Cd34+),Melanocyte cells,neither,-3.1829,-3.1958,-1.2410,-2.5677
Hematopoietic stem cells (Cd34+),Metanephric mesenchyme,neither,-2.7915,-3.8036,-3.6324,-3.8980
Hematopoietic stem cells (Cd34+),Microglia,K15_only,1.4028,-0.7793,0.9527,-0.9936
Hematopoietic stem cells (Cd34+),Midbrain,neither,-3.9709,-3.3931,-3.8587,-3.4476
Hematopoietic stem cells (Cd34+),Midbrain-hindbrain boundary,neither,-3.3175,-3.6714,-1.9468,-2.9226
Hematopoietic stem cells (Cd34+),Midgut/Hindgut epithelial cells,neither,-3.3790,-3.4160,-2.7135,-3.3424
Hematopoietic stem cells (Cd34+),Monocytes,K15_only,2.8605,-0.0684,2.5663,-0.0911
Hematopoietic stem cells (Cd34+),Muscle progenitor cells,neither,-2.0801,-3.0941,-3.3285,-3.4447
Hematopoietic stem cells (Cd34+),Myelinating Schwann cells,neither,-3.3159,-3.2035,-2.7938,-3.1286
Hematopoietic stem cells (Cd34+),Myelinating Schwann cells (Tgfb2+),neither,-2.8985,-3.7618,-2.3679,-3.2688
Hematopoietic stem cells (Cd34+),Myoblasts,neither,-2.9921,-2.7988,-2.9649,-2.6287
Hematopoietic stem cells (Cd34+),Myofibroblasts,neither,-2.8823,-2.9925,-2.4843,-2.8580
Hematopoietic stem cells (Cd34+),Naive retinal progenitor cells,neither,-3.7587,-4.5393,-3.9853,-4.3176
Hematopoietic stem cells (Cd34+),Nephron progenitors,neither,-2.6713,-3.8182,-2.0241,-3.4239
Hematopoietic stem cells (Cd34+),Neural crest (PNS glia),neither,-2.8352,-2.9729,-2.5508,-2.9370
Hematopoietic stem cells (Cd34+),Neural crest (PNS neurons),neither,-3.8563,-3.5878,-3.1558,-3.5001
Hematopoietic stem cells (Cd34+),Neural progenitor cells (Neurod1+),neither,-3.5698,-3.8488,-3.7920,-4.3484
Hematopoietic stem cells (Cd34+),Neurons (Slc17a8+),neither,-1.3699,-2.7857,-2.2750,-3.0487
Hematopoietic stem cells (Cd34+),Olfactory bulb cells,neither,-2.6130,-3.7757,-3.0424,-4.1607
Hematopoietic stem cells (Cd34+),Olfactory epithelial cells,neither,-2.8429,-4.0642,-3.4662,-3.8947
Hematopoietic stem cells (Cd34+),Olfactory sensory neurons,neither,-3.1893,-4.2784,-3.6289,-4.1904
Hematopoietic stem cells (Cd34+),Otic epithelial cells,neither,-2.9244,-3.4623,-2.3251,-3.0071
Hematopoietic stem cells (Cd34+),Otic sensory neurons,neither,-3.4501,-3.1862,-1.3937,-2.7226
Hematopoietic stem cells (Cd34+),Pancreatic acinar cells,neither,-2.1441,-2.7784,-2.5212,-3.2539
Hematopoietic stem cells (Cd34+),Parasympathetic neurons,neither,-2.7065,-3.2599,-3.2635,-3.5989
Hematopoietic stem cells (Cd34+),Posterior roof plate,neither,-1.9897,-2.4860,-2.0582,-3.1555
Hematopoietic stem cells (Cd34+),Pre-epidermal keratinocytes,neither,-2.7640,-2.9576,-2.6910,-2.8530
Hematopoietic stem cells (Cd34+),Pre-osteoblasts (Sp7+),neither,-2.8743,-3.1836,-3.4788,-2.7122
Hematopoietic stem cells (Cd34+),Primitive erythroid cells,neither,-0.0737,-1.5658,-1.2666,-1.4348
Hematopoietic stem cells (Cd34+),Retinal ganglion cells,neither,-3.9614,-4.4755,-3.8957,-3.6589
Hematopoietic stem cells (Cd34+),Retinal pigment cells,neither,-2.9180,-4.3838,-3.4110,-2.8062
Hematopoietic stem cells (Cd34+),Retinal progenitor cells,neither,-3.1370,-3.4825,-2.8536,-3.7476
Hematopoietic stem cells (Cd34+),Sclerotome,neither,-2.3778,-2.4323,-2.3145,-2.3098
Hematopoietic stem cells (Cd34+),Spinal cord dorsal progenitors,neither,-3.2754,-2.8625,-2.7740,-2.9412
Hematopoietic stem cells (Cd34+),Spinal cord motor neurons,neither,-2.2211,-2.9428,-2.0214,-2.8021
Hematopoietic stem cells (Cd34+),Spinal cord ventral progenitors,neither,-3.4153,-2.8064,-2.3298,-2.6952
Hematopoietic stem cells (Cd34+),Spinal cord/r7/r8,neither,-2.8283,-2.8895,-2.2868,-2.6913
Hematopoietic stem cells (Cd34+),Sympathetic neurons,neither,-2.8762,-3.2865,-2.7555,-3.2428
Hematopoietic stem cells (Cd34+),Telencephalon,neither,-3.6452,-2.6429,-3.2694,-2.3230
Hematopoietic stem cells (Cd34+),Thalamic neuronal precursors,neither,-4.7258,-4.5266,-3.7863,-3.5922
Hematopoietic stem cells (Cd34+),Ureteric bud,neither,-3.2095,-3.4446,-2.2424,-3.0009
Hematopoietic stem cells (Mpo+),Hepatocytes,neither,-4.0839,-3.7681,-4.6159,-4.3474
Hematopoietic stem cells (Mpo+),Hindbrain,neither,-2.5912,-3.0205,-1.7499,-2.4155
Hematopoietic stem cells (Mpo+),Hypothalamus,neither,-2.0496,-3.7356,-1.9400,-3.2224
Hematopoietic stem cells (Mpo+),Hypothalamus (Sim1+),neither,-1.2839,-3.3447,-1.1769,-3.1565
Hematopoietic stem cells (Mpo+),Intermediate neuronal progenitors,neither,-3.2100,-3.7670,-3.6287,-3.8040
Hematopoietic stem cells (Mpo+),Kupffer cells,neither,1.2558,-0.6470,0.6929,-0.4955
Hematopoietic stem cells (Mpo+),Lateral plate and intermediate mesoderm,neither,-2.1665,-2.0437,-2.2168,-1.7555
Hematopoietic stem cells (Mpo+),Limb mesenchyme progenitors,neither,-2.5614,-2.4615,-2.6167,-2.1660
Hematopoietic stem cells (Mpo+),Liver sinusoidal endothelial cells,neither,-2.5970,-3.0845,-1.0148,-2.1365
Hematopoietic stem cells (Mpo+),Lung progenitor cells,neither,-2.6421,-3.8890,-1.8818,-3.9616
Hematopoietic stem cells (Mpo+),Lymphatic vessel endothelial cells,neither,-1.0575,-2.6198,-1.6990,-2.2459
Hematopoietic stem cells (Mpo+),Mast cells,K15_only,2.7789,0.6687,2.1097,0.3722
Hematopoietic stem cells (Mpo+),Megakaryocytes,K15_only,1.7242,-0.3330,1.5115,-0.1901
Hematopoietic stem cells (Mpo+),Melanocyte cells,neither,-1.8792,-4.3016,0.1061,-2.1262
Hematopoietic stem cells (Mpo+),Metanephric mesenchyme,neither,-2.5423,-3.9858,-3.2128,-5.7106
Hematopoietic stem cells (Mpo+),Microglia,K15_only,2.8044,0.5183,2.2856,0.4018
Hematopoietic stem cells (Mpo+),Midbrain,neither,-4.1419,-3.2955,-3.8128,-3.2537
Hematopoietic stem cells (Mpo+),Midbrain-hindbrain boundary,neither,-1.9840,-2.8035,-1.2825,-3.4134
Hematopoietic stem cells (Mpo+),Midgut/Hindgut epithelial cells,neither,-2.6100,-3.3842,-3.2865,-3.2955
Hematopoietic stem cells (Mpo+),Monocytes,both_K,4.2530,1.6984,4.3178,1.7436
Hematopoietic stem cells (Mpo+),Muscle progenitor cells,neither,-1.4977,-3.7120,-1.1548,-2.5832
Hematopoietic stem cells (Mpo+),Myelinating Schwann cells,neither,-4.6605,-3.7206,-2.4101,-2.8742
Hematopoietic stem cells (Mpo+),Myelinating Schwann cells (Tgfb2+),neither,-1.7591,-3.7584,-2.8407,-2.8428
Hematopoietic stem cells (Mpo+),Myoblasts,neither,-3.4225,-2.5098,-2.5543,-2.1183
Hematopoietic stem cells (Mpo+),Myofibroblasts,neither,-2.2639,-2.9663,-1.3834,-2.4635
Hematopoietic stem cells (Mpo+),Naive retinal progenitor cells,neither,-4.3116,-4.2997,-3.0289,-4.9666
Hematopoietic stem cells (Mpo+),Nephron progenitors,neither,-2.2693,-4.1508,-1.8567,-2.8909
Hematopoietic stem cells (Mpo+),Neural crest (PNS glia),neither,-2.2575,-3.2958,-3.1333,-2.9683
Hematopoietic stem cells (Mpo+),Neural crest (PNS neurons),neither,-3.8677,-4.6027,-2.5743,-3.1873
Hematopoietic stem cells (Mpo+),Neural progenitor cells (Neurod1+),neither,-3.3378,-4.1256,-3.0665,-4.6004
Hematopoietic stem cells (Mpo+),Neurons (Slc17a8+),neither,-1.8748,-2.2642,-1.5023,-3.0617
Hematopoietic stem cells (Mpo+),Olfactory bulb cells,neither,-2.4901,-3.4451,-1.0757,-3.4963
Hematopoietic stem cells (Mpo+),Olfactory epithelial cells,neither,-2.6713,-3.7652,-2.1167,-4.2283
Hematopoietic stem cells (Mpo+),Olfactory sensory neurons,neither,-3.8019,-4.6990,-3.1406,-4.0076
Hematopoietic stem cells (Mpo+),Otic epithelial cells,neither,-1.8966,-3.4333,-2.4668,-2.6071
Hematopoietic stem cells (Mpo+),Otic sensory neurons,neither,-2.4697,-2.9524,-0.5414,-2.4070
Hematopoietic stem cells (Mpo+),Pancreatic acinar cells,neither,-1.1530,-2.5689,-1.2757,-4.3329
Hematopoietic stem cells (Mpo+),Parasympathetic neurons,neither,-1.7984,-4.7649,-1.6023,-3.4659
Hematopoietic stem cells (Mpo+),Posterior roof plate,neither,-1.7327,-3.5664,-1.3553,-3.5169
Hematopoietic stem cells (Mpo+),Pre-epidermal keratinocytes,neither,-2.7539,-2.7729,-2.5085,-2.3921
Hematopoietic stem cells (Mpo+),Pre-osteoblasts (Sp7+),neither,-2.1465,-2.8298,-3.0742,-2.5498
Hematopoietic stem cells (Mpo+),Primitive erythroid cells,neither,0.4250,-0.9361,-1.1172,-0.7867
Hematopoietic stem cells (Mpo+),Retinal ganglion cells,neither,-3.0247,-4.0598,-2.4534,-4.1663
Hematopoietic stem cells (Mpo+),Retinal pigment cells,neither,-1.0169,-4.0282,-0.2058,-3.3015
Hematopoietic stem cells (Mpo+),Retinal progenitor cells,neither,-1.8440,-2.6183,-1.9277,-3.7426
Hematopoietic stem cells (Mpo+),Sclerotome,neither,-2.5267,-2.1346,-2.1104,-1.7909
Hematopoietic stem cells (Mpo+),Spinal cord dorsal progenitors,neither,-2.7041,-3.1581,-1.0243,-2.6849
Hematopoietic stem cells (Mpo+),Spinal cord motor neurons,neither,-2.5558,-3.8818,-2.9011,-3.0113
Hematopoietic stem cells (Mpo+),Spinal cord ventral progenitors,neither,-2.5458,-3.4754,-2.0951,-3.4786
Hematopoietic stem cells (Mpo+),Spinal cord/r7/r8,neither,-3.1658,-3.1890,-2.7804,-2.3879
Hematopoietic stem cells (Mpo+),Sympathetic neurons,neither,-2.7602,-4.1738,-2.6744,-3.3332
Hematopoietic stem cells (Mpo+),Telencephalon,neither,-3.6684,-2.3258,-2.9250,-1.7417
Hematopoietic stem cells (Mpo+),Thalamic neuronal precursors,neither,-4.5189,-4.8538,-4.2421,-3.1967
Hematopoietic stem cells (Mpo+),Ureteric bud,neither,-2.3717,-3.2610,-1.4210,-2.8255
Hepatocytes,Hindbrain,neither,-3.1715,-2.9376,-3.0782,-2.7414
Hepatocytes,Hypothalamus,neither,-3.3904,-3.2687,-2.8983,-3.0509
Hepatocytes,Hypothalamus (Sim1+),neither,-1.7924,-2.6019,-1.8880,-2.4119
Hepatocytes,Intermediate neuronal progenitors,neither,-3.2799,-3.2973,-3.9429,-3.3031
Hepatocytes,Kupffer cells,neither,-5.0710,-4.2180,-3.9770,-3.8425
Hepatocytes,Lateral plate and intermediate mesoderm,neither,-3.1409,-2.6184,-3.1470,-2.5391
Hepatocytes,Limb mesenchyme progenitors,neither,-3.2955,-2.8601,-3.1917,-2.7440
Hepatocytes,Liver sinusoidal endothelial cells,neither,-3.0653,-3.0871,-2.9338,-2.7955
Hepatocytes,Lung progenitor cells,neither,-1.6545,-3.3642,-1.3283,-3.1711
Hepatocytes,Lymphatic vessel endothelial cells,neither,-3.4731,-2.8786,-2.8124,-2.6805
Hepatocytes,Mast cells,neither,-2.8648,-3.4940,-3.1999,-3.6444
Hepatocytes,Megakaryocytes,neither,-3.3217,-3.7718,-4.3899,-3.9397
Hepatocytes,Melanocyte cells,neither,-3.0588,-3.1725,-3.1052,-2.9894
Hepatocytes,Metanephric mesenchyme,neither,-2.8907,-3.3745,-3.2711,-3.9536
Hepatocytes,Microglia,neither,-3.6708,-3.5100,-4.1324,-3.2684
Hepatocytes,Midbrain,neither,-4.0575,-3.2466,-4.2201,-3.3107
Hepatocytes,Midbrain-hindbrain boundary,neither,-3.7804,-2.9981,-3.3848,-2.7629
Hepatocytes,Midgut/Hindgut epithelial cells,neither,-1.8570,-3.0709,-2.1829,-2.7229
Hepatocytes,Monocytes,neither,-2.7715,-2.6339,-3.2587,-3.7556
Hepatocytes,Muscle progenitor cells,neither,-2.1160,-2.5674,-1.1723,-1.8392
Hepatocytes,Myelinating Schwann cells,neither,-3.2133,-3.0497,-3.6604,-3.1719
Hepatocytes,Myelinating Schwann cells (Tgfb2+),neither,-4.3753,-3.6529,-3.2660,-3.5771
Hepatocytes,Myoblasts,neither,-3.2293,-2.7314,-3.3213,-2.6855
Hepatocytes,Myofibroblasts,neither,-2.8893,-2.7456,-2.6452,-2.7929
Hepatocytes,Naive retinal progenitor cells,neither,-3.7084,-4.0674,-3.1440,-3.7823
Hepatocytes,Nephron progenitors,neither,-3.1387,-2.8493,-4.2251,-3.2834
Hepatocytes,Neural crest (PNS glia),neither,-2.8311,-2.8010,-3.3267,-2.7553
Hepatocytes,Neural crest (PNS neurons),neither,-3.0628,-3.2411,-3.4544,-3.2192
Hepatocytes,Neural progenitor cells (Neurod1+),neither,-3.7835,-3.2667,-4.3706,-3.7676
Hepatocytes,Neurons (Slc17a8+),neither,-2.6380,-2.5493,-3.7253,-2.7003
Hepatocytes,Olfactory bulb cells,neither,-2.8201,-3.2814,-3.9275,-4.1585
Hepatocytes,Olfactory epithelial cells,neither,-3.3239,-3.6879,-3.7453,-3.6130
Hepatocytes,Olfactory sensory neurons,neither,-3.4590,-3.8587,-3.6101,-4.1450
Hepatocytes,Otic epithelial cells,neither,-3.4044,-3.1605,-3.2288,-3.0483
Hepatocytes,Otic sensory neurons,neither,-3.1905,-2.8824,-3.0025,-2.9158
Hepatocytes,Pancreatic acinar cells,neither,-0.2586,-2.1396,-1.0518,-1.9591
Hepatocytes,Parasympathetic neurons,neither,-2.5946,-3.2378,-3.1585,-3.1734
Hepatocytes,Posterior roof plate,neither,-1.8624,-2.5334,-2.1788,-2.7881
Hepatocytes,Pre-epidermal keratinocytes,neither,-2.8285,-2.8196,-3.3613,-2.8733
Hepatocytes,Pre-osteoblasts (Sp7+),neither,-2.8353,-2.5081,-3.1163,-2.5146
Hepatocytes,Primitive erythroid cells,neither,-2.2275,-2.3238,-1.7853,-2.7242
Hepatocytes,Retinal ganglion cells,neither,-2.8513,-3.4658,-3.0337,-3.7963
Hepatocytes,Retinal pigment cells,neither,-1.7614,-2.8558,-2.6737,-2.8268
Hepatocytes,Retinal progenitor cells,neither,-3.5971,-3.6935,-2.5124,-2.9859
Hepatocytes,Sclerotome,neither,-3.0508,-2.5542,-2.9857,-2.5259
Hepatocytes,Spinal cord dorsal progenitors,neither,-2.4770,-2.7020,-2.7889,-2.6769
Hepatocytes,Spinal cord motor neurons,neither,-2.5183,-2.4688,-2.5983,-2.4984
Hepatocytes,Spinal cord ventral progenitors,neither,-2.6637,-2.4335,-2.7299,-2.5554
Hepatocytes,Spinal cord/r7/r8,neither,-2.7261,-2.7434,-2.9185,-2.8368
Hepatocytes,Sympathetic neurons,neither,-2.9204,-3.2432,-3.1910,-3.4290
Hepatocytes,Telencephalon,neither,-3.7418,-2.6017,-3.8683,-2.5862
Hepatocytes,Thalamic neuronal precursors,neither,-4.3463,-4.2205,-4.0196,-3.5036
Hepatocytes,Ureteric bud,neither,-2.2632,-3.0945,-3.1346,-3.3947
Hindbrain,Hypothalamus,neither,-1.2537,-1.6574,-1.2180,-1.4186
Hindbrain,Hypothalamus (Sim1+),neither,0.0219,-0.5149,-0.0936,-0.5051
Hindbrain,Intermediate neuronal progenitors,neither,-1.4870,-1.6461,-1.3127,-1.4806
Hindbrain,Kupffer cells,neither,-2.2563,-2.6776,-2.3606,-2.1618
Hindbrain,Lateral plate and intermediate mesoderm,neither,-1.2815,-1.0168,-1.2190,-0.9041
Hindbrain,Limb mesenchyme progenitors,neither,-1.5921,-1.2842,-1.4036,-1.1330
Hindbrain,Liver sinusoidal endothelial cells,neither,-1.5137,-1.7667,-1.1832,-1.2196
Hindbrain,Lung progenitor cells,neither,-1.9367,-2.5065,-2.8519,-2.8585
Hindbrain,Lymphatic vessel endothelial cells,neither,-1.1439,-1.1365,-1.0548,-1.0391
Hindbrain,Mast cells,neither,-2.5945,-2.5339,-2.1461,-2.0684
Hindbrain,Megakaryocytes,neither,-2.6081,-2.7548,-2.4476,-2.3458
Hindbrain,Melanocyte cells,neither,-0.8293,-1.1027,-0.4348,-0.7594
Hindbrain,Metanephric mesenchyme,neither,-1.8834,-2.3577,-2.0712,-2.3116
Hindbrain,Microglia,neither,-1.4412,-2.0644,-1.4443,-1.6830
Hindbrain,Midbrain,neither,-0.8347,-1.3871,-1.0787,-1.3650
Hindbrain,Midbrain-hindbrain boundary,K15_only,1.1093,-0.5003,1.6699,-0.3906
Hindbrain,Midgut/Hindgut epithelial cells,neither,-2.0721,-1.9427,-1.2399,-1.5281
Hindbrain,Monocytes,neither,-2.1797,-2.6173,-0.6002,-1.5317
Hindbrain,Muscle progenitor cells,neither,-0.9391,-0.6829,-0.5166,-0.6809
Hindbrain,Myelinating Schwann cells,neither,-0.9329,-1.3549,-0.8648,-1.2691
Hindbrain,Myelinating Schwann cells (Tgfb2+),neither,-1.6676,-1.8991,-1.4192,-1.8401
Hindbrain,Myoblasts,neither,-1.4660,-1.1829,-1.3857,-1.0673
Hindbrain,Myofibroblasts,neither,-0.8756,-1.1927,-0.9977,-1.1259
Hindbrain,Naive retinal progenitor cells,neither,-2.2316,-2.4874,-1.6066,-2.2287
Hindbrain,Nephron progenitors,neither,-1.9616,-1.9200,-1.3740,-2.0465
Hindbrain,Neural crest (PNS glia),neither,-0.7338,-1.1259,-0.3416,-1.0217
Hindbrain,Neural crest (PNS neurons),neither,-1.1611,-1.5208,-1.1506,-1.3680
Hindbrain,Neural progenitor cells (Neurod1+),neither,-0.1713,-1.2808,-0.4110,-1.4483
Hindbrain,Neurons (Slc17a8+),K15_only,0.9237,-0.4509,1.2314,-0.2829
Hindbrain,Olfactory bulb cells,neither,-1.9384,-1.9709,-2.2420,-2.4082
Hindbrain,Olfactory epithelial cells,neither,-1.9687,-2.3269,-1.8836,-2.1548
Hindbrain,Olfactory sensory neurons,neither,-2.1832,-2.6050,-2.1567,-2.5624
Hindbrain,Otic epithelial cells,neither,-1.7190,-1.8709,-1.2274,-1.4609
Hindbrain,Otic sensory neurons,neither,-1.2572,-1.5611,-0.6795,-1.1757
Hindbrain,Pancreatic acinar cells,neither,-1.9888,-1.4351,-1.1268,-1.3674
Hindbrain,Parasympathetic neurons,neither,-0.8031,-1.5206,-0.7654,-1.5711
Hindbrain,Posterior roof plate,neither,-0.5334,-0.6376,-0.2501,-0.6218
Hindbrain,Pre-epidermal keratinocytes,neither,-1.3167,-1.3175,-1.2822,-1.2093
Hindbrain,Pre-osteoblasts (Sp7+),neither,-1.1056,-1.1204,-0.7568,-0.9755
Hindbrain,Primitive erythroid cells,neither,0.2390,-0.6678,-0.6464,-0.6185
Hindbrain,Retinal ganglion cells,neither,-1.5545,-2.0339,-1.1370,-2.0633
Hindbrain,Retinal pigment cells,neither,-0.7547,-1.0738,-0.6002,-1.1064
Hindbrain,Retinal progenitor cells,neither,-1.4201,-1.5444,-0.9366,-1.3514
Hindbrain,Sclerotome,neither,-1.1090,-0.9326,-0.8842,-0.7981
Hindbrain,Spinal cord dorsal progenitors,K15_only,0.8831,-0.6425,0.9896,-0.5557
Hindbrain,Spinal cord motor neurons,neither,-0.0593,-0.8249,-0.2863,-0.7704
Hindbrain,Spinal cord ventral progenitors,K15_only,0.7061,-0.3548,0.9815,-0.2577
Hindbrain,Spinal cord/r7/r8,neither,0.1226,-0.8866,0.3070,-0.8548
Hindbrain,Sympathetic neurons,neither,-1.2468,-1.5030,-1.0762,-1.4851
Hindbrain,Telencephalon,neither,-1.6487,-0.9335,-1.4768,-0.7866
Hindbrain,Thalamic neuronal precursors,neither,-2.1294,-2.3738,-1.6499,-1.7789
Hindbrain,Ureteric bud,neither,-2.0861,-1.7841,-1.3445,-1.9412
Hypothalamus,Hypothalamus (Sim1+),neither,0.5960,-0.0324,1.3620,-0.1122
Hypothalamus,Intermediate neuronal progenitors,neither,-1.7205,-2.1866,-1.2491,-1.8073
Hypothalamus,Kupffer cells,neither,-2.2944,-3.3272,-2.4521,-2.7181
Hypothalamus,Lateral plate and intermediate mesoderm,neither,-1.8971,-1.5975,-1.3738,-1.2877
Hypothalamus,Limb mesenchyme progenitors,neither,-2.2573,-1.8812,-1.6810,-1.5786
Hypothalamus,Liver sinusoidal endothelial cells,neither,-1.1894,-1.9454,-0.8201,-1.4102
Hypothalamus,Lung progenitor cells,neither,-1.9740,-2.7837,-1.0627,-2.8387
Hypothalamus,Lymphatic vessel endothelial cells,neither,-0.6113,-1.7244,-0.6124,-1.5997
Hypothalamus,Mast cells,neither,-2.0963,-3.1976,-1.3631,-2.8675
Hypothalamus,Megakaryocytes,neither,-3.4174,-3.5208,-2.4598,-2.9120
Hypothalamus,Melanocyte cells,neither,-1.5871,-2.9165,-1.4979,-1.2257
Hypothalamus,Metanephric mesenchyme,neither,-1.5789,-2.9458,-1.6854,-2.9761
Hypothalamus,Microglia,neither,-2.7468,-2.6900,-2.4153,-2.1630
Hypothalamus,Midbrain,neither,-2.1660,-1.9469,-1.6872,-1.6779
Hypothalamus,Midbrain-hindbrain boundary,neither,-0.7142,-1.5895,-1.2406,-1.1839
Hypothalamus,Midgut/Hindgut epithelial cells,neither,-1.9401,-2.6802,-1.7642,-1.9959
Hypothalamus,Monocytes,neither,-1.3857,-2.7346,-2.1370,-2.4125
Hypothalamus,Muscle progenitor cells,neither,-0.3687,-2.0936,-1.0670,-1.2536
Hypothalamus,Myelinating Schwann cells,neither,-2.1349,-2.1801,-1.3016,-2.0152
Hypothalamus,Myelinating Schwann cells (Tgfb2+),neither,-3.8272,-2.8581,-2.0901,-2.1748
Hypothalamus,Myoblasts,neither,-1.9545,-1.7096,-1.6826,-1.3751
Hypothalamus,Myofibroblasts,neither,-1.6230,-1.7893,-1.1190,-1.6771
Hypothalamus,Naive retinal progenitor cells,neither,-0.2887,-1.9651,-0.1748,-1.8024
Hypothalamus,Nephron progenitors,neither,-1.0508,-2.5489,-0.3820,-1.9291
Hypothalamus,Neural crest (PNS glia),neither,-1.8659,-2.0833,-1.4608,-1.7745
Hypothalamus,Neural crest (PNS neurons),neither,-1.8415,-2.4356,-1.2152,-2.0501
Hypothalamus,Neural progenitor cells (Neurod1+),neither,-1.2355,-1.7218,-2.0134,-1.7689
Hypothalamus,Neurons (Slc17a8+),neither,0.1552,-0.6055,-0.5280,-0.6155
Hypothalamus,Olfactory bulb cells,neither,-2.8890,-2.7791,-3.2270,-3.4389
Hypothalamus,Olfactory epithelial cells,neither,-2.0441,-2.8553,-2.6362,-2.5491
Hypothalamus,Olfactory sensory neurons,neither,-2.3479,-3.1310,-2.4683,-3.1663
Hypothalamus,Otic epithelial cells,neither,-1.6595,-2.4200,-1.3037,-2.1230
Hypothalamus,Otic sensory neurons,neither,-1.9612,-2.2556,-1.1149,-1.4573
Hypothalamus,Pancreatic acinar cells,neither,-0.6356,-2.0055,-0.2315,-1.7228
Hypothalamus,Parasympathetic neurons,neither,-3.2341,-3.0376,-2.2422,-2.2624
Hypothalamus,Posterior roof plate,neither,-1.4062,-1.6484,-0.7523,-1.0885
Hypothalamus,Pre-epidermal keratinocytes,neither,-1.7260,-1.8861,-1.7315,-1.5063
Hypothalamus,Pre-osteoblasts (Sp7+),neither,-2.2927,-2.0199,-0.6433,-1.5225
Hypothalamus,Primitive erythroid cells,neither,-0.7910,-1.4497,-0.4298,-1.1047
Hypothalamus,Retinal ganglion cells,neither,-0.1605,-1.3036,0.4989,-1.4839
Hypothalamus,Retinal pigment cells,neither,0.2997,-0.6124,0.8630,-0.2616
Hypothalamus,Retinal progenitor cells,neither,0.0410,-0.5943,0.1178,-0.8232
