"blastomere","rank","size","blast"
"B2",418,250,"Blastomere B"
"B2",419,250,"Blastomere B"
"B2",420,248,"Blastomere B"
"B2",421,247,"Blastomere B"
"B2",422,247,"Blastomere B"
"B2",423,246,"Blastomere B"
"B2",424,246,"Blastomere B"
"B2",425,245,"Blastomere B"
"B2",426,245,"Blastomere B"
"B2",427,244,"Blastomere B"
"B2",428,243,"Blastomere B"
"B2",429,241,"Blastomere B"
"B2",430,240,"Blastomere B"
"B2",431,240,"Blastomere B"
"B2",432,238,"Blastomere B"
"B2",433,237,"Blastomere B"
"B2",434,234,"Blastomere B"
"B2",435,233,"Blastomere B"
"B2",436,232,"Blastomere B"
"B2",437,230,"Blastomere B"
"B2",438,226,"Blastomere B"
"B2",439,225,"Blastomere B"
"B2",440,224,"Blastomere B"
"B2",441,224,"Blastomere B"
"B2",442,224,"Blastomere B"
"B2",443,223,"Blastomere B"
"B2",444,223,"Blastomere B"
"B2",445,223,"Blastomere B"
"B2",446,222,"Blastomere B"
"B2",447,221,"Blastomere B"
"B2",448,220,"Blastomere B"
"B2",449,220,"Blastomere B"
"B2",450,220,"Blastomere B"
"B2",451,218,"Blastomere B"
"B2",452,217,"Blastomere B"
"B2",453,216,"Blastomere B"
"B2",454,215,"Blastomere B"
"B2",455,215,"Blastomere B"
"B2",456,214,"Blastomere B"
"B2",457,212,"Blastomere B"
"B2",458,212,"Blastomere B"
"B2",459,211,"Blastomere B"
"B2",460,209,"Blastomere B"
"B2",461,209,"Blastomere B"
"B2",462,209,"Blastomere B"
"B2",463,209,"Blastomere B"
"B2",464,208,"Blastomere B"
"B2",465,207,"Blastomere B"
"B2",466,207,"Blastomere B"
"B2",467,207,"Blastomere B"
"B2",468,206,"Blastomere B"
"B2",469,205,"Blastomere B"
"B2",470,205,"Blastomere B"
"B2",471,203,"Blastomere B"
"B2",472,203,"Blastomere B"
"B2",473,203,"Blastomere B"
"B2",474,202,"Blastomere B"
"B2",475,201,"Blastomere B"
"B2",476,201,"Blastomere B"
"B2",477,200,"Blastomere B"
"B2",478,199,"Blastomere B"
"B2",479,198,"Blastomere B"
"B2",480,198,"Blastomere B"
"B2",481,197,"Blastomere B"
"B2",482,196,"Blastomere B"
"B2",483,196,"Blastomere B"
"B2",484,196,"Blastomere B"
"B2",485,196,"Blastomere B"
"B2",486,196,"Blastomere B"
"B2",487,195,"Blastomere B"
"B2",488,194,"Blastomere B"
"B2",489,194,"Blastomere B"
"B2",490,193,"Blastomere B"
"B2",491,192,"Blastomere B"
"B2",492,192,"Blastomere B"
"B2",493,192,"Blastomere B"
"B2",494,191,"Blastomere B"
"B2",495,191,"Blastomere B"
"B2",496,191,"Blastomere B"
"B2",497,190,"Blastomere B"
"B2",498,189,"Blastomere B"
"B2",499,189,"Blastomere B"
"B2",500,189,"Blastomere B"
"B2",501,188,"Blastomere B"
"B2",502,187,"Blastomere B"
"B2",503,186,"Blastomere B"
"B2",504,186,"Blastomere B"
"B2",505,186,"Blastomere B"
"B2",506,185,"Blastomere B"
"B2",507,185,"Blastomere B"
"B2",508,184,"Blastomere B"
"B2",509,183,"Blastomere B"
"B2",510,183,"Blastomere B"
"B2",511,182,"Blastomere B"
"B2",512,182,"Blastomere B"
"B2",513,182,"Blastomere B"
"B2",514,181,"Blastomere B"
"B2",515,181,"Blastomere B"
"B2",516,180,"Blastomere B"
"B2",517,180,"Blastomere B"
"B2",518,179,"Blastomere B"
"B2",519,179,"Blastomere B"
"B2",520,179,"Blastomere B"
"B2",521,179,"Blastomere B"
"B2",522,179,"Blastomere B"
"B2",523,178,"Blastomere B"
"B2",524,178,"Blastomere B"
"B2",525,177,"Blastomere B"
"B2",526,176,"Blastomere B"
"B2",527,175,"Blastomere B"
"B2",528,174,"Blastomere B"
"B2",529,174,"Blastomere B"
"B2",530,174,"Blastomere B"
"B2",531,174,"Blastomere B"
"B2",532,174,"Blastomere B"
"B2",533,174,"Blastomere B"
"B2",534,174,"Blastomere B"
"B2",535,173,"Blastomere B"
"B2",536,172,"Blastomere B"
"B2",537,172,"Blastomere B"
"B2",538,172,"Blastomere B"
"B2",539,172,"Blastomere B"
"B2",540,171,"Blastomere B"
"B2",541,171,"Blastomere B"
"B2",542,170,"Blastomere B"
"B2",543,169,"Blastomere B"
"B2",544,168,"Blastomere B"
"B2",545,168,"Blastomere B"
"B2",546,166,"Blastomere B"
"B2",547,166,"Blastomere B"
"B2",548,164,"Blastomere B"
"B2",549,164,"Blastomere B"
"B2",550,164,"Blastomere B"
"B2",551,164,"Blastomere B"
"B2",552,163,"Blastomere B"
"B2",553,162,"Blastomere B"
"B2",554,161,"Blastomere B"
"B2",555,160,"Blastomere B"
"B2",556,160,"Blastomere B"
"B2",557,160,"Blastomere B"
"B2",558,159,"Blastomere B"
"B2",559,159,"Blastomere B"
"B2",560,158,"Blastomere B"
"B2",561,157,"Blastomere B"
"B2",562,157,"Blastomere B"
"B2",563,156,"Blastomere B"
"B2",564,155,"Blastomere B"
"B2",565,155,"Blastomere B"
"B2",566,153,"Blastomere B"
"B2",567,153,"Blastomere B"
"B2",568,153,"Blastomere B"
"B2",569,153,"Blastomere B"
"B2",570,151,"Blastomere B"
"B2",571,150,"Blastomere B"
"B2",572,150,"Blastomere B"
"B2",573,150,"Blastomere B"
"B2",574,149,"Blastomere B"
"B2",575,149,"Blastomere B"
"B2",576,148,"Blastomere B"
"B2",577,148,"Blastomere B"
"B2",578,148,"Blastomere B"
"B2",579,147,"Blastomere B"
"B2",580,146,"Blastomere B"
"B2",581,145,"Blastomere B"
"B2",582,145,"Blastomere B"
"B2",583,145,"Blastomere B"
"B2",584,145,"Blastomere B"
"B2",585,144,"Blastomere B"
"B2",586,144,"Blastomere B"
"B2",587,143,"Blastomere B"
"B2",588,142,"Blastomere B"
"B2",589,141,"Blastomere B"
"B2",590,141,"Blastomere B"
"B2",591,140,"Blastomere B"
"B2",592,140,"Blastomere B"
"B2",593,139,"Blastomere B"
"B2",594,138,"Blastomere B"
"B2",595,137,"Blastomere B"
"B2",596,136,"Blastomere B"
"B2",597,136,"Blastomere B"
"B2",598,135,"Blastomere B"
"B2",599,135,"Blastomere B"
"B2",600,134,"Blastomere B"
"B2",601,133,"Blastomere B"
"B2",602,132,"Blastomere B"
"B2",603,132,"Blastomere B"
"B2",604,132,"Blastomere B"
"B2",605,131,"Blastomere B"
"B2",606,131,"Blastomere B"
"B2",607,131,"Blastomere B"
"B2",608,131,"Blastomere B"
"B2",609,131,"Blastomere B"
"B2",610,131,"Blastomere B"
"B2",611,130,"Blastomere B"
"B2",612,129,"Blastomere B"
"B2",613,129,"Blastomere B"
"B2",614,129,"Blastomere B"
"B2",615,128,"Blastomere B"
"B2",616,127,"Blastomere B"
"B2",617,127,"Blastomere B"
"B2",618,125,"Blastomere B"
"B2",619,125,"Blastomere B"
"B2",620,125,"Blastomere B"
"B2",621,125,"Blastomere B"
"B2",622,124,"Blastomere B"
"B2",623,124,"Blastomere B"
"B2",624,124,"Blastomere B"
"B2",625,123,"Blastomere B"
"B2",626,123,"Blastomere B"
"B2",627,123,"Blastomere B"
"B2",628,123,"Blastomere B"
"B2",629,123,"Blastomere B"
"B2",630,122,"Blastomere B"
"B2",631,121,"Blastomere B"
"B2",632,120,"Blastomere B"
"B2",633,120,"Blastomere B"
"B2",634,120,"Blastomere B"
"B2",635,119,"Blastomere B"
"B2",636,119,"Blastomere B"
"B2",637,118,"Blastomere B"
"B2",638,118,"Blastomere B"
"B2",639,117,"Blastomere B"
"B2",640,117,"Blastomere B"
"B2",641,117,"Blastomere B"
"B2",642,116,"Blastomere B"
"B2",643,116,"Blastomere B"
"B2",644,116,"Blastomere B"
"B2",645,115,"Blastomere B"
"B2",646,115,"Blastomere B"
"B2",647,115,"Blastomere B"
"B2",648,114,"Blastomere B"
"B2",649,114,"Blastomere B"
"B2",650,113,"Blastomere B"
"B2",651,112,"Blastomere B"
"B2",652,112,"Blastomere B"
"B2",653,112,"Blastomere B"
"B2",654,111,"Blastomere B"
"B2",655,111,"Blastomere B"
"B2",656,110,"Blastomere B"
"B2",657,110,"Blastomere B"
"B2",658,110,"Blastomere B"
"B2",659,109,"Blastomere B"
"B2",660,109,"Blastomere B"
"B2",661,109,"Blastomere B"
"B2",662,108,"Blastomere B"
"B2",663,108,"Blastomere B"
"B2",664,107,"Blastomere B"
"B2",665,107,"Blastomere B"
"B2",666,107,"Blastomere B"
"B2",667,107,"Blastomere B"
"B2",668,107,"Blastomere B"
"B2",669,107,"Blastomere B"
"B2",670,106,"Blastomere B"
"B2",671,106,"Blastomere B"
"B2",672,106,"Blastomere B"
"B2",673,105,"Blastomere B"
"B2",674,105,"Blastomere B"
"B2",675,105,"Blastomere B"
"B2",676,104,"Blastomere B"
"B2",677,104,"Blastomere B"
"B2",678,104,"Blastomere B"
"B2",679,104,"Blastomere B"
"B2",680,103,"Blastomere B"
"B2",681,103,"Blastomere B"
"B2",682,103,"Blastomere B"
"B2",683,102,"Blastomere B"
"B2",684,102,"Blastomere B"
"B2",685,101,"Blastomere B"
"B2",686,101,"Blastomere B"
"B2",687,101,"Blastomere B"
"B2",688,100,"Blastomere B"
"B2",689,100,"Blastomere B"
"B2",690,99,"Blastomere B"
"B2",691,99,"Blastomere B"
"B2",692,98,"Blastomere B"
"B2",693,98,"Blastomere B"
"B2",694,98,"Blastomere B"
"B2",695,98,"Blastomere B"
"B2",696,98,"Blastomere B"
"B2",697,97,"Blastomere B"
"B2",698,97,"Blastomere B"
"B2",699,96,"Blastomere B"
"B2",700,96,"Blastomere B"
"B2",701,95,"Blastomere B"
"B2",702,94,"Blastomere B"
"B2",703,94,"Blastomere B"
"B2",704,94,"Blastomere B"
"B2",705,94,"Blastomere B"
"B2",706,94,"Blastomere B"
"B2",707,93,"Blastomere B"
"B2",708,93,"Blastomere B"
"B2",709,93,"Blastomere B"
"B2",710,92,"Blastomere B"
"B2",711,92,"Blastomere B"
"B2",712,91,"Blastomere B"
"B2",713,91,"Blastomere B"
"B2",714,91,"Blastomere B"
"B2",715,91,"Blastomere B"
"B2",716,91,"Blastomere B"
"B2",717,91,"Blastomere B"
"B2",718,90,"Blastomere B"
"B2",719,90,"Blastomere B"
"B2",720,90,"Blastomere B"
"B2",721,89,"Blastomere B"
"B2",722,89,"Blastomere B"
"B2",723,89,"Blastomere B"
"B2",724,88,"Blastomere B"
"B2",725,88,"Blastomere B"
"B2",726,88,"Blastomere B"
"B2",727,87,"Blastomere B"
"B2",728,87,"Blastomere B"
"B2",729,86,"Blastomere B"
"B2",730,85,"Blastomere B"
"B2",731,85,"Blastomere B"
"B2",732,85,"Blastomere B"
"B2",733,85,"Blastomere B"
"B2",734,85,"Blastomere B"
"B2",735,85,"Blastomere B"
"B2",736,83,"Blastomere B"
"B2",737,83,"Blastomere B"
"B2",738,83,"Blastomere B"
"B2",739,83,"Blastomere B"
"B2",740,83,"Blastomere B"
"B2",741,83,"Blastomere B"
"B2",742,82,"Blastomere B"
"B2",743,82,"Blastomere B"
"B2",744,82,"Blastomere B"
"B2",745,82,"Blastomere B"
"B2",746,81,"Blastomere B"
"B2",747,81,"Blastomere B"
"B2",748,81,"Blastomere B"
"B2",749,81,"Blastomere B"
"B2",750,81,"Blastomere B"
"B2",751,81,"Blastomere B"
"B2",752,81,"Blastomere B"
"B2",753,81,"Blastomere B"
"B2",754,81,"Blastomere B"
"B2",755,80,"Blastomere B"
"B2",756,80,"Blastomere B"
"B2",757,79,"Blastomere B"
"B2",758,79,"Blastomere B"
"B2",759,79,"Blastomere B"
"B2",760,79,"Blastomere B"
"B2",761,79,"Blastomere B"
"B2",762,79,"Blastomere B"
"B2",763,78,"Blastomere B"
"B2",764,78,"Blastomere B"
"B2",765,77,"Blastomere B"
"B2",766,77,"Blastomere B"
"B2",767,77,"Blastomere B"
"B2",768,77,"Blastomere B"
"B2",769,76,"Blastomere B"
"B2",770,76,"Blastomere B"
"B2",771,76,"Blastomere B"
"B2",772,75,"Blastomere B"
"B2",773,75,"Blastomere B"
"B2",774,75,"Blastomere B"
"B2",775,75,"Blastomere B"
"B2",776,75,"Blastomere B"
"B2",777,75,"Blastomere B"
"B2",778,74,"Blastomere B"
"B2",779,74,"Blastomere B"
"B2",780,74,"Blastomere B"
"B2",781,74,"Blastomere B"
"B2",782,74,"Blastomere B"
"B2",783,74,"Blastomere B"
"B2",784,73,"Blastomere B"
"B2",785,73,"Blastomere B"
"B2",786,72,"Blastomere B"
"B2",787,72,"Blastomere B"
"B2",788,72,"Blastomere B"
"B2",789,72,"Blastomere B"
"B2",790,72,"Blastomere B"
"B2",791,72,"Blastomere B"
"B2",792,72,"Blastomere B"
"B2",793,72,"Blastomere B"
"B2",794,72,"Blastomere B"
"B2",795,71,"Blastomere B"
"B2",796,71,"Blastomere B"
"B2",797,71,"Blastomere B"
"B2",798,71,"Blastomere B"
"B2",799,71,"Blastomere B"
"B2",800,71,"Blastomere B"
"B2",801,70,"Blastomere B"
"B2",802,70,"Blastomere B"
"B2",803,69,"Blastomere B"
"B2",804,69,"Blastomere B"
"B2",805,69,"Blastomere B"
"B2",806,69,"Blastomere B"
"B2",807,68,"Blastomere B"
"B2",808,68,"Blastomere B"
"B2",809,68,"Blastomere B"
"B2",810,68,"Blastomere B"
"B2",811,68,"Blastomere B"
"B2",812,67,"Blastomere B"
"B2",813,67,"Blastomere B"
"B2",814,66,"Blastomere B"
"B2",815,66,"Blastomere B"
"B2",816,66,"Blastomere B"
"B2",817,66,"Blastomere B"
"B2",818,66,"Blastomere B"
"B2",819,65,"Blastomere B"
"B2",820,65,"Blastomere B"
"B2",821,65,"Blastomere B"
"B2",822,65,"Blastomere B"
"B2",823,64,"Blastomere B"
"B2",824,64,"Blastomere B"
"B2",825,64,"Blastomere B"
"B2",826,64,"Blastomere B"
"B2",827,64,"Blastomere B"
"B2",828,63,"Blastomere B"
"B2",829,63,"Blastomere B"
"B2",830,63,"Blastomere B"
"B2",831,63,"Blastomere B"
"B2",832,62,"Blastomere B"
"B2",833,62,"Blastomere B"
"B2",834,61,"Blastomere B"
"B2",835,61,"Blastomere B"
"B2",836,60,"Blastomere B"
"B2",837,60,"Blastomere B"
"B2",838,60,"Blastomere B"
"B2",839,60,"Blastomere B"
"B2",840,59,"Blastomere B"
"B2",841,59,"Blastomere B"
"B2",842,59,"Blastomere B"
"B2",843,58,"Blastomere B"
"B2",844,58,"Blastomere B"
"B2",845,58,"Blastomere B"
"B2",846,58,"Blastomere B"
"B2",847,58,"Blastomere B"
"B2",848,58,"Blastomere B"
"B2",849,57,"Blastomere B"
"B2",850,57,"Blastomere B"
"B2",851,57,"Blastomere B"
"B2",852,57,"Blastomere B"
"B2",853,57,"Blastomere B"
"B2",854,57,"Blastomere B"
"B2",855,56,"Blastomere B"
"B2",856,56,"Blastomere B"
"B2",857,56,"Blastomere B"
"B2",858,56,"Blastomere B"
"B2",859,56,"Blastomere B"
"B2",860,56,"Blastomere B"
"B2",861,56,"Blastomere B"
"B2",862,55,"Blastomere B"
"B2",863,55,"Blastomere B"
"B2",864,55,"Blastomere B"
"B2",865,55,"Blastomere B"
"B2",866,55,"Blastomere B"
"B2",867,55,"Blastomere B"
"B2",868,55,"Blastomere B"
"B2",869,54,"Blastomere B"
"B2",870,54,"Blastomere B"
"B2",871,54,"Blastomere B"
"B2",872,54,"Blastomere B"
"B2",873,53,"Blastomere B"
"B2",874,53,"Blastomere B"
"B2",875,53,"Blastomere B"
"B2",876,53,"Blastomere B"
"B2",877,53,"Blastomere B"
"B2",878,53,"Blastomere B"
"B2",879,53,"Blastomere B"
"B2",880,52,"Blastomere B"
"B2",881,52,"Blastomere B"
"B2",882,52,"Blastomere B"
"B2",883,52,"Blastomere B"
"B2",884,52,"Blastomere B"
"B2",885,52,"Blastomere B"
"B2",886,52,"Blastomere B"
"B2",887,52,"Blastomere B"
"B2",888,52,"Blastomere B"
"B2",889,52,"Blastomere B"
"B2",890,51,"Blastomere B"
"B2",891,51,"Blastomere B"
"B2",892,51,"Blastomere B"
"B2",893,51,"Blastomere B"
"B2",894,51,"Blastomere B"
"B2",895,51,"Blastomere B"
"B2",896,51,"Blastomere B"
"B2",897,51,"Blastomere B"
"B2",898,51,"Blastomere B"
"B2",899,51,"Blastomere B"
"B2",900,51,"Blastomere B"
"B2",901,51,"Blastomere B"
"B2",902,50,"Blastomere B"
"B2",903,50,"Blastomere B"
"B2",904,50,"Blastomere B"
"B2",905,50,"Blastomere B"
"B2",906,50,"Blastomere B"
"B2",907,49,"Blastomere B"
"B2",908,49,"Blastomere B"
"B2",909,49,"Blastomere B"
"B2",910,49,"Blastomere B"
"B2",911,49,"Blastomere B"
"B2",912,49,"Blastomere B"
"B2",913,49,"Blastomere B"
"B2",914,49,"Blastomere B"
"B2",915,49,"Blastomere B"
"B2",916,49,"Blastomere B"
"B2",917,49,"Blastomere B"
"B2",918,49,"Blastomere B"
"B2",919,48,"Blastomere B"
"B2",920,48,"Blastomere B"
"B2",921,48,"Blastomere B"
"B2",922,48,"Blastomere B"
"B2",923,48,"Blastomere B"
"B2",924,48,"Blastomere B"
"B2",925,47,"Blastomere B"
"B2",926,47,"Blastomere B"
"B2",927,47,"Blastomere B"
"B2",928,47,"Blastomere B"
"B2",929,47,"Blastomere B"
"B2",930,47,"Blastomere B"
"B2",931,47,"Blastomere B"
"B2",932,47,"Blastomere B"
"B2",933,47,"Blastomere B"
"B2",934,47,"Blastomere B"
"B2",935,47,"Blastomere B"
"B2",936,46,"Blastomere B"
"B2",937,46,"Blastomere B"
"B2",938,46,"Blastomere B"
"B2",939,46,"Blastomere B"
"B2",940,46,"Blastomere B"
"B2",941,46,"Blastomere B"
"B2",942,46,"Blastomere B"
"B2",943,46,"Blastomere B"
"B2",944,46,"Blastomere B"
"B2",945,46,"Blastomere B"
"B2",946,46,"Blastomere B"
"B2",947,45,"Blastomere B"
"B2",948,45,"Blastomere B"
"B2",949,45,"Blastomere B"
"B2",950,45,"Blastomere B"
"B2",951,45,"Blastomere B"
"B2",952,44,"Blastomere B"
"B2",953,44,"Blastomere B"
"B2",954,44,"Blastomere B"
"B2",955,44,"Blastomere B"
"B2",956,44,"Blastomere B"
"B2",957,44,"Blastomere B"
"B2",958,44,"Blastomere B"
"B2",959,44,"Blastomere B"
"B2",960,43,"Blastomere B"
"B2",961,43,"Blastomere B"
"B2",962,43,"Blastomere B"
"B2",963,43,"Blastomere B"
"B2",964,43,"Blastomere B"
"B2",965,43,"Blastomere B"
"B2",966,43,"Blastomere B"
"B2",967,43,"Blastomere B"
"B2",968,43,"Blastomere B"
"B2",969,43,"Blastomere B"
"B2",970,43,"Blastomere B"
"B2",971,43,"Blastomere B"
"B2",972,42,"Blastomere B"
"B2",973,42,"Blastomere B"
"B2",974,42,"Blastomere B"
"B2",975,42,"Blastomere B"
"B2",976,42,"Blastomere B"
"B2",977,42,"Blastomere B"
"B2",978,42,"Blastomere B"
"B2",979,41,"Blastomere B"
"B2",980,41,"Blastomere B"
"B2",981,41,"Blastomere B"
"B2",982,41,"Blastomere B"
"B2",983,41,"Blastomere B"
"B2",984,41,"Blastomere B"
"B2",985,41,"Blastomere B"
"B2",986,41,"Blastomere B"
"B2",987,41,"Blastomere B"
"B2",988,40,"Blastomere B"
"B2",989,40,"Blastomere B"
"B2",990,40,"Blastomere B"
"B2",991,40,"Blastomere B"
"B2",992,39,"Blastomere B"
"B2",993,39,"Blastomere B"
"B2",994,39,"Blastomere B"
"B2",995,39,"Blastomere B"
"B2",996,39,"Blastomere B"
"B2",997,39,"Blastomere B"
"B2",998,39,"Blastomere B"
"B2",999,39,"Blastomere B"
"B2",1000,39,"Blastomere B"
"B2",1001,39,"Blastomere B"
"B2",1002,38,"Blastomere B"
"B2",1003,38,"Blastomere B"
"B2",1004,38,"Blastomere B"
"B2",1005,38,"Blastomere B"
"B2",1006,38,"Blastomere B"
"B2",1007,38,"Blastomere B"
"B2",1008,38,"Blastomere B"
"B2",1009,38,"Blastomere B"
"B2",1010,38,"Blastomere B"
"B2",1011,38,"Blastomere B"
"B2",1012,38,"Blastomere B"
"B2",1013,38,"Blastomere B"
"B2",1014,38,"Blastomere B"
"B2",1015,38,"Blastomere B"
"B2",1016,38,"Blastomere B"
"B2",1017,37,"Blastomere B"
"B2",1018,37,"Blastomere B"
"B2",1019,37,"Blastomere B"
"B2",1020,37,"Blastomere B"
"B2",1021,36,"Blastomere B"
"B2",1022,36,"Blastomere B"
"B2",1023,36,"Blastomere B"
"B2",1024,36,"Blastomere B"
"B2",1025,36,"Blastomere B"
"B2",1026,36,"Blastomere B"
"B2",1027,36,"Blastomere B"
"B2",1028,36,"Blastomere B"
"B2",1029,35,"Blastomere B"
"B2",1030,35,"Blastomere B"
"B2",1031,35,"Blastomere B"
"B2",1032,35,"Blastomere B"
"B2",1033,35,"Blastomere B"
"B2",1034,35,"Blastomere B"
"B2",1035,34,"Blastomere B"
"B2",1036,34,"Blastomere B"
"B2",1037,34,"Blastomere B"
"B2",1038,34,"Blastomere B"
"B2",1039,34,"Blastomere B"
"B2",1040,34,"Blastomere B"
"B2",1041,34,"Blastomere B"
"B2",1042,34,"Blastomere B"
"B2",1043,34,"Blastomere B"
"B2",1044,34,"Blastomere B"
"B2",1045,34,"Blastomere B"
"B2",1046,33,"Blastomere B"
"B2",1047,33,"Blastomere B"
"B2",1048,33,"Blastomere B"
"B2",1049,33,"Blastomere B"
"B2",1050,33,"Blastomere B"
"B2",1051,33,"Blastomere B"
"B2",1052,33,"Blastomere B"
"B2",1053,33,"Blastomere B"
"B2",1054,32,"Blastomere B"
"B2",1055,32,"Blastomere B"
"B2",1056,32,"Blastomere B"
"B2",1057,32,"Blastomere B"
"B2",1058,32,"Blastomere B"
"B2",1059,32,"Blastomere B"
"B2",1060,32,"Blastomere B"
"B2",1061,32,"Blastomere B"
"B2",1062,32,"Blastomere B"
"B2",1063,31,"Blastomere B"
"B2",1064,31,"Blastomere B"
"B2",1065,31,"Blastomere B"
"B2",1066,31,"Blastomere B"
"B2",1067,31,"Blastomere B"
"B2",1068,31,"Blastomere B"
"B2",1069,31,"Blastomere B"
"B2",1070,31,"Blastomere B"
"B2",1071,31,"Blastomere B"
"B2",1072,31,"Blastomere B"
"B2",1073,31,"Blastomere B"
"B2",1074,30,"Blastomere B"
"B2",1075,30,"Blastomere B"
"B2",1076,30,"Blastomere B"
"B2",1077,30,"Blastomere B"
"B2",1078,30,"Blastomere B"
"B2",1079,30,"Blastomere B"
"B2",1080,30,"Blastomere B"
"B2",1081,30,"Blastomere B"
"B2",1082,30,"Blastomere B"
"B2",1083,30,"Blastomere B"
"B2",1084,30,"Blastomere B"
"B2",1085,30,"Blastomere B"
"B2",1086,30,"Blastomere B"
"B2",1087,30,"Blastomere B"
"B2",1088,30,"Blastomere B"
"B2",1089,30,"Blastomere B"
"B2",1090,30,"Blastomere B"
"B2",1091,30,"Blastomere B"
"B2",1092,30,"Blastomere B"
"B2",1093,29,"Blastomere B"
"B2",1094,29,"Blastomere B"
"B2",1095,29,"Blastomere B"
"B2",1096,29,"Blastomere B"
"B2",1097,29,"Blastomere B"
"B2",1098,29,"Blastomere B"
"B2",1099,29,"Blastomere B"
"B2",1100,29,"Blastomere B"
"B2",1101,29,"Blastomere B"
"B2",1102,29,"Blastomere B"
"B2",1103,29,"Blastomere B"
"B2",1104,29,"Blastomere B"
"B2",1105,29,"Blastomere B"
"B2",1106,29,"Blastomere B"
"B2",1107,29,"Blastomere B"
"B2",1108,29,"Blastomere B"
"B2",1109,29,"Blastomere B"
"B2",1110,29,"Blastomere B"
"B2",1111,28,"Blastomere B"
"B2",1112,28,"Blastomere B"
"B2",1113,28,"Blastomere B"
"B2",1114,28,"Blastomere B"
"B2",1115,28,"Blastomere B"
"B2",1116,28,"Blastomere B"
"B2",1117,28,"Blastomere B"
"B2",1118,28,"Blastomere B"
"B2",1119,28,"Blastomere B"
"B2",1120,28,"Blastomere B"
"B2",1121,28,"Blastomere B"
"B2",1122,28,"Blastomere B"
"B2",1123,28,"Blastomere B"
"B2",1124,27,"Blastomere B"
"B2",1125,27,"Blastomere B"
"B2",1126,27,"Blastomere B"
"B2",1127,27,"Blastomere B"
"B2",1128,27,"Blastomere B"
"B2",1129,27,"Blastomere B"
"B2",1130,27,"Blastomere B"
"B2",1131,27,"Blastomere B"
"B2",1132,27,"Blastomere B"
"B2",1133,27,"Blastomere B"
"B2",1134,27,"Blastomere B"
"B2",1135,27,"Blastomere B"
"B2",1136,27,"Blastomere B"
"B2",1137,27,"Blastomere B"
"B2",1138,27,"Blastomere B"
"B2",1139,27,"Blastomere B"
"B2",1140,27,"Blastomere B"
"B2",1141,27,"Blastomere B"
"B2",1142,26,"Blastomere B"
"B2",1143,26,"Blastomere B"
"B2",1144,26,"Blastomere B"
"B2",1145,26,"Blastomere B"
"B2",1146,26,"Blastomere B"
"B2",1147,26,"Blastomere B"
"B2",1148,26,"Blastomere B"
"B2",1149,26,"Blastomere B"
"B2",1150,26,"Blastomere B"
"B2",1151,26,"Blastomere B"
"B2",1152,26,"Blastomere B"
"B2",1153,26,"Blastomere B"
"B2",1154,26,"Blastomere B"
"B2",1155,26,"Blastomere B"
"B2",1156,25,"Blastomere B"
"B2",1157,25,"Blastomere B"
"B2",1158,25,"Blastomere B"
"B2",1159,25,"Blastomere B"
"B2",1160,25,"Blastomere B"
"B2",1161,25,"Blastomere B"
"B2",1162,25,"Blastomere B"
"B2",1163,25,"Blastomere B"
"B2",1164,25,"Blastomere B"
"B2",1165,25,"Blastomere B"
"B2",1166,25,"Blastomere B"
"B2",1167,24,"Blastomere B"
"B2",1168,24,"Blastomere B"
"B2",1169,24,"Blastomere B"
"B2",1170,24,"Blastomere B"
"B2",1171,24,"Blastomere B"
"B2",1172,24,"Blastomere B"
"B2",1173,24,"Blastomere B"
"B2",1174,24,"Blastomere B"
"B2",1175,24,"Blastomere B"
"B2",1176,24,"Blastomere B"
"B2",1177,24,"Blastomere B"
"B2",1178,24,"Blastomere B"
"B2",1179,24,"Blastomere B"
"B2",1180,24,"Blastomere B"
"B2",1181,23,"Blastomere B"
"B2",1182,23,"Blastomere B"
"B2",1183,23,"Blastomere B"
"B2",1184,23,"Blastomere B"
"B2",1185,23,"Blastomere B"
"B2",1186,23,"Blastomere B"
"B2",1187,23,"Blastomere B"
"B2",1188,23,"Blastomere B"
"B2",1189,23,"Blastomere B"
"B2",1190,23,"Blastomere B"
"B2",1191,23,"Blastomere B"
"B2",1192,23,"Blastomere B"
"B2",1193,23,"Blastomere B"
"B2",1194,23,"Blastomere B"
"B2",1195,23,"Blastomere B"
"B2",1196,23,"Blastomere B"
"B2",1197,23,"Blastomere B"
"B2",1198,23,"Blastomere B"
"B2",1199,23,"Blastomere B"
"B2",1200,22,"Blastomere B"
"B2",1201,22,"Blastomere B"
"B2",1202,22,"Blastomere B"
"B2",1203,22,"Blastomere B"
"B2",1204,22,"Blastomere B"
"B2",1205,22,"Blastomere B"
"B2",1206,22,"Blastomere B"
"B2",1207,22,"Blastomere B"
"B2",1208,22,"Blastomere B"
"B2",1209,22,"Blastomere B"
"B2",1210,22,"Blastomere B"
"B2",1211,22,"Blastomere B"
"B2",1212,22,"Blastomere B"
"B2",1213,22,"Blastomere B"
"B2",1214,22,"Blastomere B"
"B2",1215,22,"Blastomere B"
"B2",1216,21,"Blastomere B"
"B2",1217,21,"Blastomere B"
"B2",1218,21,"Blastomere B"
"B2",1219,21,"Blastomere B"
"B2",1220,21,"Blastomere B"
"B2",1221,21,"Blastomere B"
"B2",1222,21,"Blastomere B"
"B2",1223,21,"Blastomere B"
"B2",1224,21,"Blastomere B"
"B2",1225,21,"Blastomere B"
"B2",1226,21,"Blastomere B"
