"founder","celltype","log2fc","n_cells","type_n","founder_n","blast"
"f2433","White_blood_cells",2.83663860228691,107,12906,761,"Blastomere B"
"f2434","White_blood_cells",NA,1,12906,182,"Blastomere B"
"f2435","White_blood_cells",NA,1,12906,141,"Blastomere B"
"f2436","White_blood_cells",NA,3,12906,657,"Blastomere A"
"f2437","White_blood_cells",NA,0,12906,901,"Blastomere B"
"f2438","White_blood_cells",1.31035002169505,72,12906,1475,"Blastomere B"
"f2439","White_blood_cells",NA,0,12906,1344,"Blastomere A"
"f2440","White_blood_cells",-0.989422874568613,23,12906,2320,"Blastomere B"
"f2441","White_blood_cells",-1.81621971574831,12,12906,2147,"Blastomere A"
"f2442","White_blood_cells",NA,1,12906,2669,"Blastomere B"
"f2443","White_blood_cells",NA,0,12906,5347,"Blastomere A"
"f2444","White_blood_cells",NA,9,12906,4317,"Blastomere A"
"f2445","White_blood_cells",3.10620930491483,20,12906,118,"Blastomere B"
"f2446","White_blood_cells",3.38893951208954,40,12906,194,"Blastomere B"
"f2447","White_blood_cells",3.76422146074422,69,12906,258,"Blastomere A"
"f2448","White_blood_cells",2.64307751743494,75,12906,610,"Blastomere B"
"f2449","White_blood_cells",3.06467158647854,235,12906,1427,"Blastomere A"
"f2450","White_blood_cells",2.83421900478695,137,12906,976,"Blastomere A"
"f2451","White_blood_cells",1.47870299206999,74,12906,1349,"Blastomere B"
"f2452","White_blood_cells",2.67591926973222,181,12906,1439,"Blastomere A"
"f2453","White_blood_cells",2.47541239573885,199,12906,1818,"Blastomere A"
"f2454","White_blood_cells",1.30552472371254,137,12906,2816,"Blastomere B"
"f2455","White_blood_cells",0.249391010593461,370,12906,15814,"Blastomere A"
"f2456","White_blood_cells",NA,1,12906,6,"Blastomere B"
"f2457","White_blood_cells",NA,0,12906,2,"Blastomere A"
"f2458","White_blood_cells",NA,0,12906,1,"Blastomere A"
"f2459","White_blood_cells",NA,0,12906,7,"Blastomere A"
"f2460","White_blood_cells",NA,0,12906,5,"Blastomere A"
"f2461","White_blood_cells",NA,0,12906,13,"Blastomere B"
"f2462","White_blood_cells",NA,0,12906,12,"Blastomere B"
"f2463","White_blood_cells",NA,0,12906,12,"Blastomere B"
"f2464","White_blood_cells",NA,0,12906,3,"Blastomere B"
"f2465","White_blood_cells",NA,0,12906,11,"Blastomere B"
"f2466","White_blood_cells",NA,0,12906,11,"Blastomere B"
"f2467","White_blood_cells",NA,0,12906,8,"Blastomere B"
"f2468","White_blood_cells",NA,0,12906,2,"Blastomere B"
"f2469","White_blood_cells",NA,0,12906,2,"Blastomere B"
"f2470","White_blood_cells",NA,2,12906,13,"Blastomere B"
"f2471","White_blood_cells",NA,0,12906,12,"Blastomere A"
"f2472","White_blood_cells",NA,0,12906,8,"Blastomere B"
"f2473","White_blood_cells",NA,0,12906,6,"Blastomere B"
"f2474","White_blood_cells",NA,0,12906,3,"Blastomere B"
"f2475","White_blood_cells",NA,0,12906,7,"Blastomere B"
"f2476","White_blood_cells",NA,0,12906,5,"Blastomere B"
"f2477","White_blood_cells",NA,0,12906,7,"Blastomere B"
"f2478","White_blood_cells",NA,0,12906,3,"Blastomere B"
"f2479","White_blood_cells",NA,0,12906,12,"Blastomere B"
"f2480","White_blood_cells",NA,1,12906,15,"Blastomere A"
"f2481","White_blood_cells",NA,0,12906,6,"Blastomere B"
"f2482","White_blood_cells",NA,0,12906,9,"Blastomere B"
"f2483","White_blood_cells",NA,0,12906,4,"Blastomere B"
"f2484","White_blood_cells",NA,0,12906,2,"Blastomere B"
"f2485","White_blood_cells",NA,0,12906,11,"Blastomere B"
"f2486","White_blood_cells",NA,0,12906,4,"Blastomere B"
"f2487","White_blood_cells",NA,0,12906,6,"Blastomere B"
"f2488","White_blood_cells",NA,0,12906,7,"Blastomere A"
"f2489","White_blood_cells",NA,0,12906,7,"Blastomere A"
"f2490","White_blood_cells",NA,0,12906,7,"Blastomere A"
"f2491","White_blood_cells",NA,0,12906,14,"Blastomere A"
"f2492","White_blood_cells",NA,0,12906,14,"Blastomere A"
"f2493","White_blood_cells",NA,0,12906,17,"Blastomere A"
"f2494","White_blood_cells",NA,1,12906,13,"Blastomere A"
"f2495","White_blood_cells",NA,0,12906,8,"Blastomere A"
"f2496","White_blood_cells",NA,0,12906,1,"Blastomere A"
"f2497","White_blood_cells",NA,0,12906,1,"Blastomere A"
"f2498","White_blood_cells",NA,0,12906,9,"Blastomere B"
"f2499","White_blood_cells",NA,0,12906,14,"Blastomere B"
"f2500","White_blood_cells",NA,0,12906,15,"Blastomere B"
"f2501","White_blood_cells",NA,0,12906,4,"Blastomere B"
"f2502","White_blood_cells",NA,0,12906,7,"Blastomere A"
"f2503","White_blood_cells",NA,0,12906,7,"Blastomere A"
"f2504","White_blood_cells",NA,0,12906,19,"Blastomere A"
"f2505","White_blood_cells",NA,0,12906,4,"Blastomere A"
"f2506","White_blood_cells",NA,0,12906,6,"Blastomere A"
"f2507","White_blood_cells",NA,0,12906,2,"Blastomere A"
"f2508","White_blood_cells",NA,0,12906,6,"Blastomere A"
"f2509","White_blood_cells",NA,0,12906,8,"Blastomere A"
"f2510","White_blood_cells",NA,0,12906,14,"Blastomere A"
"f2511","White_blood_cells",NA,0,12906,10,"Blastomere A"
"f2512","White_blood_cells",NA,0,12906,15,"Blastomere A"
"f2513","White_blood_cells",NA,0,12906,7,"Blastomere A"
"f2514","White_blood_cells",NA,0,12906,4,"Blastomere B"
"f2515","White_blood_cells",NA,0,12906,4,"Blastomere B"
"f2516","White_blood_cells",NA,0,12906,6,"Blastomere B"
"f2517","White_blood_cells",NA,0,12906,16,"Blastomere B"
"f2518","White_blood_cells",NA,0,12906,12,"Blastomere B"
"f2519","White_blood_cells",NA,0,12906,10,"Blastomere B"
"f2520","White_blood_cells",NA,0,12906,16,"Blastomere B"
"f2521","White_blood_cells",NA,0,12906,12,"Blastomere B"
"f2522","White_blood_cells",NA,0,12906,3,"Blastomere B"
"f2523","White_blood_cells",NA,1,12906,29,"Blastomere B"
"f2524","White_blood_cells",NA,0,12906,3,"Blastomere B"
"f2525","White_blood_cells",NA,0,12906,5,"Blastomere B"
"f2526","White_blood_cells",NA,0,12906,2,"Blastomere B"
"f2527","White_blood_cells",NA,0,12906,3,"Blastomere B"
"f2528","White_blood_cells",NA,0,12906,10,"Blastomere B"
"f2529","White_blood_cells",NA,0,12906,5,"Blastomere B"
"f2530","White_blood_cells",NA,0,12906,9,"Blastomere B"
"f2531","White_blood_cells",NA,0,12906,17,"Blastomere A"
"f2532","White_blood_cells",NA,0,12906,9,"Blastomere A"
"f2533","White_blood_cells",NA,0,12906,3,"Blastomere A"
"f2534","White_blood_cells",NA,0,12906,5,"Blastomere A"
"f2535","White_blood_cells",NA,0,12906,4,"Blastomere A"
"f2536","White_blood_cells",NA,0,12906,16,"Blastomere A"
"f2537","White_blood_cells",NA,0,12906,4,"Blastomere A"
"f2538","White_blood_cells",NA,0,12906,3,"Blastomere A"
"f2539","White_blood_cells",NA,0,12906,8,"Blastomere A"
"f2540","White_blood_cells",NA,0,12906,8,"Blastomere A"
"f2541","White_blood_cells",NA,0,12906,19,"Blastomere A"
"f2542","White_blood_cells",NA,0,12906,10,"Blastomere A"
"f2543","White_blood_cells",NA,0,12906,9,"Blastomere A"
"f2544","White_blood_cells",NA,0,12906,13,"Blastomere A"
"f2545","White_blood_cells",NA,0,12906,9,"Blastomere A"
"f2546","White_blood_cells",NA,0,12906,13,"Blastomere A"
"f2547","White_blood_cells",NA,0,12906,14,"Blastomere A"
"f2548","White_blood_cells",NA,0,12906,11,"Blastomere A"
"f2549","White_blood_cells",NA,0,12906,10,"Blastomere A"
"f2550","White_blood_cells",NA,0,12906,9,"Blastomere A"
"f2551","White_blood_cells",NA,0,12906,4,"Blastomere A"
"f2552","White_blood_cells",NA,0,12906,9,"Blastomere A"
"f2553","White_blood_cells",NA,0,12906,5,"Blastomere B"
"f2554","White_blood_cells",NA,0,12906,2,"Blastomere B"
"f2555","White_blood_cells",NA,0,12906,11,"Blastomere B"
"f2556","White_blood_cells",NA,0,12906,3,"Blastomere B"
"f2557","White_blood_cells",NA,0,12906,5,"Blastomere B"
"f2558","White_blood_cells",NA,0,12906,3,"Blastomere B"
"f2559","White_blood_cells",NA,0,12906,4,"Blastomere B"
"f2560","White_blood_cells",NA,0,12906,4,"Blastomere B"
"f2561","White_blood_cells",NA,0,12906,5,"Blastomere B"
"f2562","White_blood_cells",NA,0,12906,10,"Blastomere B"
"f2563","White_blood_cells",NA,0,12906,16,"Blastomere B"
"f2564","White_blood_cells",NA,0,12906,1,"Blastomere B"
"f2565","White_blood_cells",NA,0,12906,2,"Blastomere B"
"f2566","White_blood_cells",NA,0,12906,2,"Blastomere B"
"f2567","White_blood_cells",NA,0,12906,3,"Blastomere B"
"f2568","White_blood_cells",NA,0,12906,4,"Blastomere B"
"f2569","White_blood_cells",NA,0,12906,9,"Blastomere B"
"f2570","White_blood_cells",NA,0,12906,9,"Blastomere B"
"f2571","White_blood_cells",NA,0,12906,10,"Blastomere B"
"f2572","White_blood_cells",NA,0,12906,8,"Blastomere B"
"f2573","White_blood_cells",NA,0,12906,2,"Blastomere B"
"f2574","White_blood_cells",NA,0,12906,18,"Blastomere B"
"f2575","White_blood_cells",NA,0,12906,6,"Blastomere B"
"f2576","White_blood_cells",NA,0,12906,10,"Blastomere B"
"f2577","White_blood_cells",NA,0,12906,10,"Blastomere A"
"f2578","White_blood_cells",NA,0,12906,6,"Blastomere A"
"f2579","White_blood_cells",NA,0,12906,3,"Blastomere A"
"f2580","White_blood_cells",NA,0,12906,3,"Blastomere A"
"f2581","White_blood_cells",NA,0,12906,5,"Blastomere A"
"f2582","White_blood_cells",NA,0,12906,8,"Blastomere A"
"f2583","White_blood_cells",NA,0,12906,9,"Blastomere A"
"f2584","White_blood_cells",NA,0,12906,11,"Blastomere A"
"f2585","White_blood_cells",NA,0,12906,8,"Blastomere A"
"f2586","White_blood_cells",NA,0,12906,7,"Blastomere A"
"f2587","White_blood_cells",NA,0,12906,14,"Blastomere A"
"f2588","White_blood_cells",NA,0,12906,2,"Blastomere A"
"f2589","White_blood_cells",NA,0,12906,8,"Blastomere A"
"f2590","White_blood_cells",NA,9,12906,19,"Blastomere A"
"f2591","White_blood_cells",NA,0,12906,10,"Blastomere A"
"f2592","White_blood_cells",NA,0,12906,8,"Blastomere A"
"f2593","White_blood_cells",NA,0,12906,9,"Blastomere A"
"f2594","White_blood_cells",NA,0,12906,8,"Blastomere A"
"f2595","White_blood_cells",NA,0,12906,5,"Blastomere A"
"f2596","White_blood_cells",NA,0,12906,7,"Blastomere A"
"f2597","White_blood_cells",NA,0,12906,21,"Blastomere A"
"f2598","White_blood_cells",NA,0,12906,4,"Blastomere A"
"f2599","White_blood_cells",NA,0,12906,13,"Blastomere A"
"f2600","White_blood_cells",NA,0,12906,10,"Blastomere A"
"f2601","White_blood_cells",NA,0,12906,11,"Blastomere A"
"f2602","White_blood_cells",NA,0,12906,13,"Blastomere A"
"f2603","White_blood_cells",NA,0,12906,3,"Blastomere A"
"f2604","White_blood_cells",NA,0,12906,18,"Blastomere A"
"f2605","White_blood_cells",NA,0,12906,10,"Blastomere A"
"f2606","White_blood_cells",NA,0,12906,8,"Blastomere A"
"f2607","White_blood_cells",NA,0,12906,13,"Blastomere A"
"f2608","White_blood_cells",NA,0,12906,6,"Blastomere A"
"f2609","White_blood_cells",NA,0,12906,7,"Blastomere A"
"f2610","White_blood_cells",NA,5,12906,14,"Blastomere A"
"f2611","White_blood_cells",NA,0,12906,12,"Blastomere A"
"f2612","White_blood_cells",NA,0,12906,8,"Blastomere A"
"f2613","White_blood_cells",NA,0,12906,5,"Blastomere A"
"f2614","White_blood_cells",NA,0,12906,4,"Blastomere A"
"f2615","White_blood_cells",NA,0,12906,7,"Blastomere A"
"f2616","White_blood_cells",NA,0,12906,4,"Blastomere A"
"f2617","White_blood_cells",NA,0,12906,4,"Blastomere A"
"f2618","White_blood_cells",NA,0,12906,8,"Blastomere A"
"f2619","White_blood_cells",NA,0,12906,10,"Blastomere A"
"f2620","White_blood_cells",NA,0,12906,11,"Blastomere A"
"f2621","White_blood_cells",NA,0,12906,20,"Blastomere A"
"f2622","White_blood_cells",NA,0,12906,6,"Blastomere A"
"f2623","White_blood_cells",NA,0,12906,7,"Blastomere A"
"f2624","White_blood_cells",NA,0,12906,4,"Blastomere A"
"f2625","White_blood_cells",NA,0,12906,2,"Blastomere A"
"f2626","White_blood_cells",NA,0,12906,11,"Blastomere A"
"f2627","White_blood_cells",NA,0,12906,10,"Blastomere A"
"f2628","White_blood_cells",NA,0,12906,21,"Blastomere A"
"f2629","White_blood_cells",NA,0,12906,5,"Blastomere A"
"f2630","White_blood_cells",NA,0,12906,9,"Blastomere A"
"f2631","White_blood_cells",NA,0,12906,10,"Blastomere A"
"f2632","White_blood_cells",NA,0,12906,11,"Blastomere A"
"f2633","White_blood_cells",NA,0,12906,6,"Blastomere B"
"f2634","White_blood_cells",NA,0,12906,3,"Blastomere B"
"f2635","White_blood_cells",NA,0,12906,8,"Blastomere B"
"f2636","White_blood_cells",NA,0,12906,2,"Blastomere B"
"f2637","White_blood_cells",NA,0,12906,6,"Blastomere B"
"f2638","White_blood_cells",NA,0,12906,4,"Blastomere B"
"f2639","White_blood_cells",NA,0,12906,7,"Blastomere B"
"f2640","White_blood_cells",NA,0,12906,6,"Blastomere B"
"f2641","White_blood_cells",NA,0,12906,10,"Blastomere B"
"f2642","White_blood_cells",NA,0,12906,4,"Blastomere B"
"f2643","White_blood_cells",NA,0,12906,5,"Blastomere B"
"f2644","White_blood_cells",NA,0,12906,11,"Blastomere B"
"f2645","White_blood_cells",NA,0,12906,6,"Blastomere B"
"f2646","White_blood_cells",NA,0,12906,4,"Blastomere B"
"f2647","White_blood_cells",NA,0,12906,4,"Blastomere B"
"f2648","White_blood_cells",NA,0,12906,9,"Blastomere B"
"f2649","White_blood_cells",NA,0,12906,3,"Blastomere B"
"f2650","White_blood_cells",NA,0,12906,2,"Blastomere B"
"f2651","White_blood_cells",NA,0,12906,2,"Blastomere B"
"f2652","White_blood_cells",NA,1,12906,4,"Blastomere B"
"f2653","White_blood_cells",NA,0,12906,3,"Blastomere B"
"f2654","White_blood_cells",NA,0,12906,4,"Blastomere B"
"f2655","White_blood_cells",NA,0,12906,3,"Blastomere B"
"f2656","White_blood_cells",NA,0,12906,5,"Blastomere B"
"f2657","White_blood_cells",NA,0,12906,6,"Blastomere B"
"f2658","White_blood_cells",NA,0,12906,3,"Blastomere B"
"f2659","White_blood_cells",NA,0,12906,19,"Blastomere B"
"f2660","White_blood_cells",NA,0,12906,27,"Blastomere B"
"f2661","White_blood_cells",NA,0,12906,7,"Blastomere B"
"f2662","White_blood_cells",NA,0,12906,2,"Blastomere B"
"f2663","White_blood_cells",NA,0,12906,7,"Blastomere B"
"f2664","White_blood_cells",NA,0,12906,21,"Blastomere A"
"f2665","White_blood_cells",NA,1,12906,20,"Blastomere A"
"f2666","White_blood_cells",NA,0,12906,1,"Blastomere A"
"f2667","White_blood_cells",NA,0,12906,4,"Blastomere A"
"f2668","White_blood_cells",NA,0,12906,3,"Blastomere A"
"f2669","White_blood_cells",NA,0,12906,10,"Blastomere A"
"f2670","White_blood_cells",NA,0,12906,4,"Blastomere A"
"f2671","White_blood_cells",NA,0,12906,12,"Blastomere A"
"f2672","White_blood_cells",NA,0,12906,4,"Blastomere A"
"f2673","White_blood_cells",NA,0,12906,4,"Blastomere A"
"f2674","White_blood_cells",NA,0,12906,7,"Blastomere A"
"f2675","White_blood_cells",NA,0,12906,7,"Blastomere A"
"f2676","White_blood_cells",NA,0,12906,12,"Blastomere A"
"f2677","White_blood_cells",NA,1,12906,14,"Blastomere A"
"f2678","White_blood_cells",NA,0,12906,7,"Blastomere A"
"f2679","White_blood_cells",NA,0,12906,3,"Blastomere A"
"f2680","White_blood_cells",NA,0,12906,2,"Blastomere A"
"f2681","White_blood_cells",NA,0,12906,4,"Blastomere A"
"f2682","White_blood_cells",NA,0,12906,16,"Blastomere A"
"f2683","White_blood_cells",NA,0,12906,12,"Blastomere A"
"f2684","White_blood_cells",NA,0,12906,6,"Blastomere A"
"f2685","White_blood_cells",NA,0,12906,13,"Blastomere A"
"f2686","White_blood_cells",NA,0,12906,8,"Blastomere A"
"f2687","White_blood_cells",NA,0,12906,10,"Blastomere A"
"f2688","White_blood_cells",NA,0,12906,8,"Blastomere A"
"f2689","White_blood_cells",NA,0,12906,4,"Blastomere A"
"f2690","White_blood_cells",NA,0,12906,10,"Blastomere A"
"f2691","White_blood_cells",NA,0,12906,12,"Blastomere A"
"f2692","White_blood_cells",NA,0,12906,7,"Blastomere A"
"f2693","White_blood_cells",NA,0,12906,7,"Blastomere A"
"f2694","White_blood_cells",NA,0,12906,6,"Blastomere A"
"f2695","White_blood_cells",NA,0,12906,9,"Blastomere A"
"f2696","White_blood_cells",NA,0,12906,9,"Blastomere A"
"f2697","White_blood_cells",NA,0,12906,9,"Blastomere A"
"f2698","White_blood_cells",NA,0,12906,9,"Blastomere A"
"f2699","White_blood_cells",NA,0,12906,3,"Blastomere A"
"f2700","White_blood_cells",NA,0,12906,4,"Blastomere A"
"f2701","White_blood_cells",NA,0,12906,6,"Blastomere A"
"f2702","White_blood_cells",NA,0,12906,15,"Blastomere A"
"f2703","White_blood_cells",NA,0,12906,9,"Blastomere A"
"f2704","White_blood_cells",NA,0,12906,7,"Blastomere A"
"f2705","White_blood_cells",NA,0,12906,6,"Blastomere A"
"f2706","White_blood_cells",NA,0,12906,10,"Blastomere A"
"f2707","White_blood_cells",NA,0,12906,9,"Blastomere A"
"f2708","White_blood_cells",NA,0,12906,4,"Blastomere A"
"f2709","White_blood_cells",NA,0,12906,4,"Blastomere A"
"f2710","White_blood_cells",NA,0,12906,2,"Blastomere A"
"f2711","White_blood_cells",NA,0,12906,10,"Blastomere A"
"f2712","White_blood_cells",NA,0,12906,5,"Blastomere A"
"f2713","White_blood_cells",NA,0,12906,16,"Blastomere A"
"f2714","White_blood_cells",NA,0,12906,22,"Blastomere A"
"f2715","White_blood_cells",NA,0,12906,6,"Blastomere A"
"f2716","White_blood_cells",NA,0,12906,7,"Blastomere A"
"f2717","White_blood_cells",NA,0,12906,8,"Blastomere A"
"f2718","White_blood_cells",NA,0,12906,3,"Blastomere A"
"f2719","White_blood_cells",NA,0,12906,3,"Blastomere A"
"f2720","White_blood_cells",NA,0,12906,18,"Blastomere A"
"f2721","White_blood_cells",NA,0,12906,11,"Blastomere A"
"f2722","White_blood_cells",NA,0,12906,2,"Blastomere A"
"f2723","White_blood_cells",NA,0,12906,2,"Blastomere A"
"f2724","White_blood_cells",NA,0,12906,2,"Blastomere A"
"f2725","White_blood_cells",NA,0,12906,6,"Blastomere A"
"f2726","White_blood_cells",NA,0,12906,6,"Blastomere A"
"f2727","White_blood_cells",NA,0,12906,8,"Blastomere A"
"f2728","White_blood_cells",NA,0,12906,10,"Blastomere A"
"f2729","White_blood_cells",NA,0,12906,5,"Blastomere A"
"f2730","White_blood_cells",NA,0,12906,3,"Blastomere A"
"f2731","White_blood_cells",NA,0,12906,4,"Blastomere A"
"f2732","White_blood_cells",NA,0,12906,11,"Blastomere A"
"f2733","White_blood_cells",NA,0,12906,23,"Blastomere A"
"f2734","White_blood_cells",NA,0,12906,3,"Blastomere A"
"f2735","White_blood_cells",NA,0,12906,4,"Blastomere A"
"f2736","White_blood_cells",NA,0,12906,4,"Blastomere A"
"f2737","White_blood_cells",NA,0,12906,9,"Blastomere A"
"f2738","White_blood_cells",NA,0,12906,5,"Blastomere A"
"f2739","White_blood_cells",NA,0,12906,14,"Blastomere A"
"f2740","White_blood_cells",NA,0,12906,23,"Blastomere A"
"f2741","White_blood_cells",NA,1,12906,6,"Blastomere A"
"f2742","White_blood_cells",NA,0,12906,4,"Blastomere A"
"f2743","White_blood_cells",NA,0,12906,8,"Blastomere A"
"f2744","White_blood_cells",NA,0,12906,10,"Blastomere A"
"f2745","White_blood_cells",NA,0,12906,15,"Blastomere A"
"f2746","White_blood_cells",NA,0,12906,10,"Blastomere A"
"f2747","White_blood_cells",NA,0,12906,17,"Blastomere A"
"f2748","White_blood_cells",NA,0,12906,3,"Blastomere A"
"f2749","White_blood_cells",NA,0,12906,18,"Blastomere A"
"f2750","White_blood_cells",NA,0,12906,6,"Blastomere A"
"f2751","White_blood_cells",NA,0,12906,5,"Blastomere A"
"f2752","White_blood_cells",NA,0,12906,5,"Blastomere B"
"f2753","White_blood_cells",NA,0,12906,7,"Blastomere B"
"f2754","White_blood_cells",NA,0,12906,2,"Blastomere B"
"f2755","White_blood_cells",NA,0,12906,2,"Blastomere B"
"f2756","White_blood_cells",NA,0,12906,4,"Blastomere B"
"f2757","White_blood_cells",NA,0,12906,17,"Blastomere B"
"f2758","White_blood_cells",NA,0,12906,3,"Blastomere B"
"f2759","White_blood_cells",NA,0,12906,14,"Blastomere B"
"f2760","White_blood_cells",NA,0,12906,9,"Blastomere B"
"f2761","White_blood_cells",NA,0,12906,4,"Blastomere B"
"f2762","White_blood_cells",NA,1,12906,6,"Blastomere B"
"f2763","White_blood_cells",NA,0,12906,10,"Blastomere B"
"f2764","White_blood_cells",NA,0,12906,4,"Blastomere B"
"f2765","White_blood_cells",NA,0,12906,13,"Blastomere B"
"f2766","White_blood_cells",NA,1,12906,5,"Blastomere B"
"f2767","White_blood_cells",NA,0,12906,5,"Blastomere B"
"f2768","White_blood_cells",NA,0,12906,2,"Blastomere B"
"f2769","White_blood_cells",NA,0,12906,2,"Blastomere B"
"f2770","White_blood_cells",NA,0,12906,3,"Blastomere B"
"f2771","White_blood_cells",NA,0,12906,1,"Blastomere B"
"f2772","White_blood_cells",NA,0,12906,2,"Blastomere B"
"f2773","White_blood_cells",NA,0,12906,3,"Blastomere B"
"f2774","White_blood_cells",NA,0,12906,2,"Blastomere B"
"f2775","White_blood_cells",NA,0,12906,7,"Blastomere B"
"f2776","White_blood_cells",NA,0,12906,13,"Blastomere B"
"f2777","White_blood_cells",NA,0,12906,9,"Blastomere B"
"f2778","White_blood_cells",NA,0,12906,6,"Blastomere B"
"f2779","White_blood_cells",NA,0,12906,6,"Blastomere B"
"f2780","White_blood_cells",NA,0,12906,5,"Blastomere B"
"f2781","White_blood_cells",NA,0,12906,10,"Blastomere B"
"f2782","White_blood_cells",NA,0,12906,11,"Blastomere B"
"f2783","White_blood_cells",NA,0,12906,5,"Blastomere B"
"f2784","White_blood_cells",NA,0,12906,2,"Blastomere B"
"f2785","White_blood_cells",NA,0,12906,4,"Blastomere B"
"f2786","White_blood_cells",NA,0,12906,1,"Blastomere B"
"f2787","White_blood_cells",NA,0,12906,1,"Blastomere B"
"f2788","White_blood_cells",NA,0,12906,9,"Blastomere B"
"f2789","White_blood_cells",NA,0,12906,4,"Blastomere B"
"f2790","White_blood_cells",NA,0,12906,10,"Blastomere B"
"f2791","White_blood_cells",NA,0,12906,3,"Blastomere B"
"f2792","White_blood_cells",NA,0,12906,10,"Blastomere B"
"f2793","White_blood_cells",NA,3,12906,11,"Blastomere B"
"f2794","White_blood_cells",NA,0,12906,2,"Blastomere B"
"f2795","White_blood_cells",NA,0,12906,6,"Blastomere B"
"f2796","White_blood_cells",NA,0,12906,4,"Blastomere B"
"f2797","White_blood_cells",NA,0,12906,6,"Blastomere B"
"f2798","White_blood_cells",NA,0,12906,6,"Blastomere B"
"f2799","White_blood_cells",NA,0,12906,18,"Blastomere B"
"f2800","White_blood_cells",NA,0,12906,10,"Blastomere B"
"f2801","White_blood_cells",NA,0,12906,12,"Blastomere B"
"f2802","White_blood_cells",NA,0,12906,17,"Blastomere B"
"f2803","White_blood_cells",NA,0,12906,4,"Blastomere A"
"f2804","White_blood_cells",NA,0,12906,6,"Blastomere A"
"f2805","White_blood_cells",NA,0,12906,6,"Blastomere A"
"f2806","White_blood_cells",NA,0,12906,2,"Blastomere A"
"f2807","White_blood_cells",NA,0,12906,14,"Blastomere A"
"f2808","White_blood_cells",NA,0,12906,2,"Blastomere A"
"f2809","White_blood_cells",NA,0,12906,13,"Blastomere A"
"f2810","White_blood_cells",NA,0,12906,10,"Blastomere A"
"f2811","White_blood_cells",NA,0,12906,17,"Blastomere A"
"f2812","White_blood_cells",NA,0,12906,3,"Blastomere A"
"f2813","White_blood_cells",NA,0,12906,3,"Blastomere A"
"f2814","White_blood_cells",NA,0,12906,5,"Blastomere A"
"f2815","White_blood_cells",NA,0,12906,11,"Blastomere A"
"f2816","White_blood_cells",NA,0,12906,20,"Blastomere A"
"f2817","White_blood_cells",NA,0,12906,9,"Blastomere A"
"f2818","White_blood_cells",NA,0,12906,18,"Blastomere A"
"f2819","White_blood_cells",NA,0,12906,9,"Blastomere A"
"f2820","White_blood_cells",NA,0,12906,8,"Blastomere A"
"f2821","White_blood_cells",NA,0,12906,5,"Blastomere A"
"f2822","White_blood_cells",NA,0,12906,2,"Blastomere A"
"f2823","White_blood_cells",NA,0,12906,4,"Blastomere A"
"f2824","White_blood_cells",NA,0,12906,3,"Blastomere A"
"f2825","White_blood_cells",NA,0,12906,8,"Blastomere A"
"f2826","White_blood_cells",NA,0,12906,8,"Blastomere A"
"f2827","White_blood_cells",NA,0,12906,10,"Blastomere A"
"f2828","White_blood_cells",NA,0,12906,10,"Blastomere A"
"f2829","White_blood_cells",NA,0,12906,4,"Blastomere A"
"f2830","White_blood_cells",NA,0,12906,4,"Blastomere A"
"f2831","White_blood_cells",NA,0,12906,6,"Blastomere A"
"f2832","White_blood_cells",NA,1,12906,19,"Blastomere A"
"f2833","White_blood_cells",NA,0,12906,20,"Blastomere A"
"f2834","White_blood_cells",NA,1,12906,7,"Blastomere A"
"f2835","White_blood_cells",NA,0,12906,12,"Blastomere A"
"f2836","White_blood_cells",NA,0,12906,2,"Blastomere A"
"f2837","White_blood_cells",NA,0,12906,13,"Blastomere A"
"f2838","White_blood_cells",NA,0,12906,10,"Blastomere A"
"f2839","White_blood_cells",NA,0,12906,12,"Blastomere A"
"f2840","White_blood_cells",NA,0,12906,2,"Blastomere A"
"f2841","White_blood_cells",NA,0,12906,14,"Blastomere A"
"f2842","White_blood_cells",NA,0,12906,11,"Blastomere A"
"f2843","White_blood_cells",NA,0,12906,13,"Blastomere A"
"f2844","White_blood_cells",NA,0,12906,2,"Blastomere A"
"f2845","White_blood_cells",NA,0,12906,6,"Blastomere A"
"f2846","White_blood_cells",NA,0,12906,5,"Blastomere A"
"f2847","White_blood_cells",NA,0,12906,8,"Blastomere A"
"f2848","White_blood_cells",NA,0,12906,8,"Blastomere A"
"f2849","White_blood_cells",NA,0,12906,1,"Blastomere A"
"f2850","White_blood_cells",NA,0,12906,9,"Blastomere A"
"f2851","White_blood_cells",NA,0,12906,3,"Blastomere A"
"f2852","White_blood_cells",NA,0,12906,7,"Blastomere A"
"f2853","White_blood_cells",NA,0,12906,6,"Blastomere A"
"f2854","White_blood_cells",NA,0,12906,5,"Blastomere A"
"f2855","White_blood_cells",NA,0,12906,5,"Blastomere A"
"f2856","White_blood_cells",NA,0,12906,11,"Blastomere A"
"f2857","White_blood_cells",NA,0,12906,15,"Blastomere A"
"f2858","White_blood_cells",NA,0,12906,10,"Blastomere A"
"f2859","White_blood_cells",NA,0,12906,4,"Blastomere A"
"f2860","White_blood_cells",NA,0,12906,12,"Blastomere A"
"f2861","White_blood_cells",NA,0,12906,2,"Blastomere A"
"f2862","White_blood_cells",NA,0,12906,14,"Blastomere A"
"f2863","White_blood_cells",NA,0,12906,4,"Blastomere A"
"f2864","White_blood_cells",NA,0,12906,3,"Blastomere A"
"f2865","White_blood_cells",NA,0,12906,10,"Blastomere A"
